,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.6,0.5,1.0,0.08,1.0
k3b.csv,0.6,0.56,0.45,0.19,1.0
myfaces.csv,0.45,0.5,0.59,0.98,0.71
robocode.csv,1.0,0.55,0.69,0.26,0.77
zildo.csv,0.65,1.0,0.45,0.12,0.76
