,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.13,0.14,1.0,0.12,0.02
k3b.csv,0.65,0.2,0.44,0.73,0.97
myfaces.csv,0.83,0.95,0.92,0.83,0.95
robocode.csv,1.0,0.48,0.71,0.73,0.62
zildo.csv,0.48,0.95,0.19,0.25,0.5
