,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.76,0.74,1.04,0.86,1.0,1.0,0.78,0.48,0.94,0.65,1.0
haphazard.csv,0.89,0.87,0.71,0.77,0.78,0.83,0.95,0.76,0.6,0.65,0.71
jicarilla.csv,0.93,1.0,0.26,1.0,1.0,1.0,0.95,0.71,1.0,1.0,0.98
jruby.csv,1.0,0.92,0.93,0.91,0.92,0.91,0.97,0.94,0.87,0.93,0.64
optalgtoolkit.csv,0.62,0.62,0.88,0.82,0.72,0.5,0.84,0.89,0.79,0.56,0.78
ossim.csv,0.85,0.78,0.8,0.37,1.0,0.71,0.77,0.92,0.84,0.98,0.84
projectts.csv,0.51,0.72,0.97,0.69,0.8,0.85,0.53,0.98,0.6,0.89,1.0
qedo.csv,0.98,0.95,0.79,0.95,1.01,0.63,0.74,0.8,0.77,0.31,0.97
sabbu.csv,0.35,0.58,0.93,0.56,0.65,0.9,0.79,0.89,0.65,0.93,0.74
vxl.csv,0.61,0.67,1.02,0.62,0.83,0.88,0.89,0.96,0.69,0.83,0.74
zact.csv,0.83,0.92,0.62,0.69,0.34,1.0,0.78,0.91,0.86,0.85,0.79
