,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.48,0.67,0.56,0.0,0.31,0.25,0.15,0.57,0.0,0.44,0.72,0.41,0.23,0.57,0.22,0.86,0.84,0.82,0.58
boost.csv,0.5,0.59,0.72,0.62,0.28,0.21,0.68,0.62,0.63,0.63,0.65,0.54,0.29,0.46,0.15,0.23,0.64,0.56,0.43
codepurge.csv,0.46,0.6,0.54,0.54,0.43,0.31,0.52,0.44,0.75,0.63,0.73,0.41,0.43,0.5,0.12,0.33,0.38,0.08,0.32
elateportal.csv,0.15,0.51,0.68,0.48,0.2,0.43,0.68,0.4,0.75,0.4,0.63,0.38,0.25,0.42,0.03,0.98,0.81,0.84,0.39
etics.csv,0.55,0.48,0.65,0.59,0.21,0.24,0.68,0.46,0.71,0.7,0.65,0.33,0.28,0.48,0.26,0.09,0.69,0.74,0.56
factor.csv,0.25,0.02,0.24,0.47,0.15,0.23,0.45,0.28,0.25,0.1,0.04,0.19,0.0,0.07,0.0,0.39,0.8,0.92,0.22
gusanos.csv,0.5,0.57,0.59,0.54,0.4,0.42,0.6,0.47,0.87,0.25,0.59,0.54,0.3,0.53,0.1,0.57,0.0,0.65,0.41
kvs.csv,0.41,0.46,0.16,0.14,0.6,0.13,0.08,0.41,0.28,0.45,0.48,0.51,0.08,0.3,0.0,0.35,0.0,0.04,0.16
lcfizvtop.csv,0.43,0.49,0.63,0.49,0.38,0.6,0.65,0.46,0.82,0.3,0.65,0.5,0.25,0.49,0.03,0.93,0.62,0.08,0.27
mcore3d.csv,0.13,0.47,0.76,0.48,0.33,0.3,0.6,0.21,0.52,0.58,0.57,0.58,0.32,0.5,0.19,0.09,0.7,0.09,0.42
modellus.csv,0.5,0.46,0.64,0.56,0.15,0.15,0.78,0.52,0.72,0.38,0.56,0.43,0.25,0.53,0.27,0.09,0.75,0.17,0.47
modplug.csv,0.39,0.59,0.79,0.5,0.36,0.33,0.71,0.58,0.76,0.62,0.85,0.54,0.24,0.54,0.12,0.91,0.88,0.79,0.39
passwordsafe.csv,0.39,0.61,0.74,0.52,0.2,0.21,0.69,0.62,0.69,0.7,0.79,0.53,0.27,0.64,0.18,0.16,0.83,0.67,0.59
pixel-commandos.csv,0.33,0.43,0.46,0.32,0.0,0.0,0.02,0.42,0.03,0.65,0.34,0.29,0.14,0.45,0.53,0.0,0.11,0.05,0.26
projecteqemu.csv,0.5,0.51,0.6,0.58,0.17,0.22,0.49,0.34,0.55,0.71,0.57,0.48,0.2,0.63,0.17,0.0,0.53,0.21,0.59
pydev.csv,0.47,0.59,0.58,0.47,0.37,0.34,0.36,0.31,0.42,0.59,0.72,0.63,0.29,0.53,0.16,0.16,0.67,0.63,0.57
sandiaportals.csv,0.37,0.5,0.76,0.54,0.13,0.24,0.73,0.48,0.74,0.72,0.69,0.45,0.27,0.64,0.14,0.0,0.84,0.85,0.47
uwom.csv,0.55,0.51,0.74,0.55,0.07,0.29,0.67,0.54,0.28,0.64,0.8,0.48,0.0,0.61,0.26,0.12,0.0,0.55,0.61
xbplayer.csv,0.43,0.55,0.51,0.66,0.31,0.16,0.58,0.54,0.66,0.59,0.63,0.53,0.3,0.45,0.19,0.49,0.67,0.28,0.42
