,recall,precision,pf,pci_20,ifa,wins
badtrinity-zero.csv,0.68,0.48,0.33,0.48,2.0,6
boost.csv,0.6,0.53,0.35,0.45,2.0,5
codepurge.csv,0.55,0.46,0.31,0.47,2.0,1
elateportal.csv,0.66,0.42,0.56,0.49,0.0,10
etics.csv,0.53,0.68,0.16,0.52,1.0,18
factor.csv,0.15,0.56,0.16,0.7,1.0,15
gusanos.csv,0.63,0.41,0.43,0.43,1.0,4
kvs.csv,0.18,0.43,0.22,0.66,1.0,9
lcfizvtop.csv,0.59,0.39,0.49,0.44,2.0,0
mcore3d.csv,0.51,0.5,0.26,0.46,2.0,3
modellus.csv,0.47,0.55,0.2,0.53,0.0,17
modplug.csv,0.91,0.43,0.76,0.41,1.0,2
passwordsafe.csv,0.67,0.58,0.37,0.5,1.0,14
pixel-commandos.csv,0.2,0.62,0.11,0.87,2.0,16
projecteqemu.csv,0.38,0.61,0.11,0.67,2.0,12
pydev.csv,0.58,0.54,0.33,0.48,2.0,7
sandiaportals.csv,0.76,0.51,0.4,0.5,2.0,8
uwom.csv,0.61,0.48,0.26,0.55,1.0,11
xbplayer.csv,0.48,0.58,0.25,0.53,1.0,13
