,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.51,0.68,0.48,0.0,0.52,0.46,0.1,0.6,0.0,0.38,0.63,0.4,0.53,0.67,0.92,0.77,0.49,0.77,0.81
boost.csv,0.73,0.58,0.64,0.73,0.49,0.31,0.68,0.69,0.54,0.66,0.57,0.67,0.53,0.51,0.73,0.17,0.54,0.5,0.68
codepurge.csv,0.51,0.61,0.45,0.7,0.67,0.55,0.46,0.42,0.69,0.68,0.29,0.43,0.69,0.56,0.69,0.24,0.29,0.06,0.53
elateportal.csv,0.25,0.5,0.58,0.62,0.24,0.77,0.55,0.42,0.62,0.37,0.45,0.42,0.48,0.45,0.25,0.96,0.37,0.81,0.63
etics.csv,0.7,0.4,0.58,0.7,0.18,0.31,0.63,0.43,0.64,0.72,0.54,0.32,0.37,0.4,0.76,0.06,0.58,0.65,0.65
factor.csv,0.34,0.01,0.18,0.6,0.12,0.39,0.41,0.25,0.19,0.07,0.02,0.17,0.0,0.05,0.0,0.29,0.72,0.91,0.17
gusanos.csv,0.69,0.55,0.51,0.68,0.53,0.75,0.61,0.47,0.83,0.2,0.51,0.67,0.68,0.62,0.65,0.46,0.0,0.58,0.65
kvs.csv,0.5,0.41,0.11,0.14,0.76,0.11,0.06,0.44,0.21,0.43,0.39,0.61,0.05,0.32,0.0,0.26,0.0,0.02,0.17
lcfizvtop.csv,0.62,0.5,0.56,0.13,0.49,0.81,0.67,0.33,0.13,0.29,0.57,0.62,0.09,0.58,0.25,0.88,0.49,0.06,0.42
mcore3d.csv,0.1,0.42,0.69,0.55,0.56,0.4,0.51,0.16,0.42,0.62,0.47,0.63,0.5,0.54,0.89,0.06,0.6,0.06,0.67
modellus.csv,0.51,0.39,0.57,0.71,0.12,0.21,0.78,0.6,0.64,0.35,0.45,0.49,0.58,0.49,0.77,0.06,0.65,0.12,0.69
modplug.csv,0.21,0.53,0.33,0.54,0.57,0.58,0.64,0.64,0.52,0.33,0.81,0.36,0.45,0.49,0.75,0.67,0.81,0.74,0.43
passwordsafe.csv,0.09,0.6,0.59,0.64,0.33,0.38,0.69,0.72,0.56,0.76,0.71,0.64,0.52,0.66,0.74,0.11,0.76,0.59,0.78
pixel-commandos.csv,0.42,0.37,0.36,0.28,0.0,0.0,0.01,0.35,0.01,0.67,0.26,0.23,0.2,0.4,0.98,0.0,0.07,0.02,0.24
projecteqemu.csv,0.73,0.43,0.51,0.73,0.12,0.21,0.41,0.28,0.45,0.74,0.47,0.46,0.25,0.56,0.29,0.0,0.41,0.15,0.62
pydev.csv,0.67,0.59,0.5,0.57,0.6,0.56,0.31,0.27,0.32,0.6,0.65,0.73,0.38,0.6,0.86,0.11,0.58,0.56,0.62
sandiaportals.csv,0.42,0.47,0.63,0.69,0.12,0.39,0.73,0.5,0.59,0.78,0.6,0.52,0.61,0.64,0.72,0.0,0.77,0.82,0.73
uwom.csv,0.7,0.46,0.67,0.7,0.06,0.54,0.68,0.6,0.19,0.38,0.73,0.59,0.0,0.65,0.94,0.09,0.0,0.46,0.82
xbplayer.csv,0.43,0.51,0.42,0.76,0.24,0.21,0.52,0.61,0.56,0.63,0.52,0.65,0.46,0.4,0.75,0.38,0.56,0.23,0.62
