,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.5,0.66,0.74,0.0,0.2,0.17,0.78,0.42,0.0,0.67,0.75,0.48,0.15,0.43,0.12,0.95,0.77,0.77,0.44
boost.csv,0.37,0.63,0.74,0.53,0.2,0.17,0.69,0.55,0.89,0.51,0.72,0.41,0.2,0.43,0.09,0.75,0.93,0.65,0.3
codepurge.csv,0.46,0.57,0.78,0.4,0.31,0.21,0.69,0.51,0.84,0.57,0.67,0.44,0.32,0.46,0.07,0.9,0.87,0.25,0.21
elateportal.csv,0.11,0.54,0.7,0.36,0.2,0.29,0.54,0.41,0.73,0.5,0.64,0.28,0.15,0.42,0.01,1.0,0.75,0.79,0.27
etics.csv,0.45,0.74,0.76,0.51,0.38,0.21,0.78,0.59,0.81,0.68,0.96,0.4,0.24,0.77,0.16,1.0,1.0,0.93,0.51
factor.csv,0.16,1.0,0.69,0.38,0.29,0.17,0.56,0.44,0.5,0.67,1.0,0.29,0.0,0.67,0.0,0.92,0.87,0.9,0.6
gusanos.csv,0.39,0.62,0.74,0.39,0.33,0.27,0.58,0.35,0.9,0.5,0.7,0.41,0.19,0.45,0.05,0.95,0.0,0.77,0.27
kvs.csv,0.38,0.62,0.79,0.19,0.5,0.25,0.4,0.43,0.6,0.54,0.79,0.44,0.5,0.33,0.0,0.77,0.0,0.08,0.19
lcfizvtop.csv,0.33,0.48,0.73,0.32,0.32,0.47,0.6,0.33,0.7,0.38,0.74,0.39,0.14,0.43,0.01,0.98,0.71,0.29,0.17
mcore3d.csv,0.5,0.61,0.79,0.45,0.21,0.25,0.49,0.56,0.86,0.49,0.88,0.55,0.24,0.49,0.1,0.67,0.82,0.5,0.29
modellus.csv,0.55,0.64,0.77,0.42,0.29,0.13,0.8,0.46,0.79,0.5,0.96,0.4,0.15,0.66,0.17,1.0,1.0,0.8,0.35
modplug.csv,0.25,0.49,0.69,0.35,0.23,0.2,0.57,0.43,0.71,0.46,0.87,0.37,0.14,0.38,0.07,0.91,0.86,0.76,0.24
passwordsafe.csv,0.24,0.63,0.7,0.44,0.15,0.15,0.69,0.48,0.7,0.58,0.95,0.39,0.18,0.65,0.1,0.67,0.86,0.82,0.46
pixel-commandos.csv,0.29,0.62,0.78,0.48,0.0,0.0,1.0,0.71,1.0,0.63,0.8,0.54,0.12,0.62,0.36,0.0,1.0,1.0,0.34
projecteqemu.csv,0.37,0.77,0.83,0.46,0.5,0.29,0.78,0.56,0.84,0.68,0.92,0.34,0.19,0.83,0.12,0.0,1.0,0.83,0.61
pydev.csv,0.36,0.59,0.79,0.41,0.24,0.25,0.56,0.5,0.79,0.47,0.87,0.54,0.25,0.49,0.09,0.67,0.85,0.66,0.55
sandiaportals.csv,0.23,0.56,0.72,0.4,0.2,0.17,0.6,0.51,0.72,0.62,0.94,0.33,0.16,0.67,0.08,0.0,0.91,0.87,0.34
uwom.csv,0.45,0.7,0.76,0.4,0.12,0.2,0.66,0.49,0.85,0.47,0.79,0.39,0.0,0.59,0.15,0.75,0.0,0.81,0.48
xbplayer.csv,0.5,0.66,0.83,0.58,0.67,0.14,0.73,0.49,0.9,0.55,0.68,0.41,0.23,0.62,0.11,0.88,0.96,0.5,0.32
