,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.75,0.77,0.58,0.95,0.52,0.55,0.69,0.26,0.83,0.72,0.46,0.89,0.83,0.88,0.4,0.51,0.53
amygdala.csv,0.4,0.46,0.64,0.57,0.45,0.67,0.5,0.91,0.55,0.41,0.86,0.46,0.46,0.97,0.89,0.53,0.5
chrysalis.csv,0.48,0.54,0.53,0.4,0.52,0.54,0.53,0.97,0.59,0.48,0.44,0.85,0.48,0.54,0.34,0.41,0.39
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.83,0.0,0.89,0.0,0.0,0.8,0.83
hydrate.csv,0.38,0.41,0.36,0.4,0.39,0.52,0.41,0.28,0.46,0.57,0.44,0.47,0.43,0.63,0.44,0.39,0.33
ivef-sdk.csv,0.45,0.51,0.64,0.69,0.6,0.61,0.7,0.0,0.48,0.86,0.5,0.58,0.92,0.76,0.46,0.0,0.53
jmri.csv,0.52,0.59,0.55,0.58,0.57,0.82,0.54,0.97,0.74,0.58,0.75,0.61,0.83,0.83,0.33,0.8,0.37
jython.csv,0.42,0.54,0.71,0.46,0.47,0.47,0.42,0.98,0.57,0.47,0.47,0.42,0.68,0.74,0.33,0.5,0.4
kdenlive.csv,0.39,0.47,0.4,0.39,0.41,0.51,0.54,0.26,0.38,0.47,0.41,0.43,0.39,0.62,0.43,0.36,0.33
opentibia.csv,0.7,0.46,0.74,0.7,0.5,0.75,0.52,0.26,0.67,0.61,0.59,0.59,0.49,0.63,0.41,0.36,0.69
projectfactory.csv,0.44,0.47,0.58,0.88,0.46,0.88,0.49,0.26,0.56,0.53,0.5,0.62,0.5,0.95,0.55,0.48,0.41
runuomondains.csv,0.39,0.4,0.4,0.33,0.41,0.47,0.41,0.97,0.37,0.49,0.73,0.39,0.48,0.66,0.35,0.48,0.42
somap.csv,0.43,0.45,0.38,0.44,0.41,0.47,0.49,0.26,0.4,0.41,0.43,0.38,0.44,0.44,0.34,0.37,0.36
taverna.csv,0.7,0.6,0.96,0.42,0.76,0.85,0.78,0.26,0.53,0.57,0.83,0.9,0.62,0.94,0.6,0.0,0.89
tigermud.csv,0.51,0.54,0.42,0.47,0.5,0.96,0.9,0.92,0.94,0.76,0.76,0.4,0.58,0.46,0.4,0.43,0.7
x-ray-mule.csv,0.81,0.78,0.94,0.62,0.56,0.0,0.81,0.0,0.48,0.75,0.75,0.62,0.67,0.76,0.74,0.67,0.77
