,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.97,0.74,0.63,0.67,0.66
chrysalis.csv,0.62,0.61,0.41,0.93,0.34
mobicents.csv,0.28,0.99,0.3,0.33,0.55
snakeyaml.csv,0.72,0.57,0.93,0.44,0.45
xamj.csv,0.83,0.66,0.89,0.56,0.91
