,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.41,0.4,0.2,0.51,0.47,0.39,0.46,0.71,0.32,0.39,0.07,0.62,1.0,0.35,0.31,0.45,0.62
arm-webradio.csv,0.24,0.56,0.7,0.57,0.63,0.51,0.06,0.38,0.42,0.67,0.0,0.5,0.32,0.58,0.43,0.37,1.0
bwapi.csv,0.65,0.48,0.24,0.43,0.57,0.24,0.5,0.35,0.6,0.59,0.57,0.47,0.26,0.79,0.67,0.99,0.57
co-ode-owl-plugins.csv,0.0,0.21,0.2,0.24,0.29,0.16,0.06,1.0,0.13,0.09,0.07,0.12,0.11,0.0,0.1,0.2,0.34
firebreath.csv,0.51,0.56,0.78,0.52,0.61,0.94,0.65,0.39,0.63,0.55,0.35,0.26,0.42,0.23,0.62,0.54,0.13
frogatto.csv,0.45,0.66,0.79,0.68,0.6,0.53,0.56,0.46,0.47,0.62,0.5,0.68,0.62,0.84,1.0,0.24,0.62
gretl.csv,0.43,0.55,0.71,0.56,0.61,0.26,0.65,0.78,0.24,0.38,0.29,0.99,0.42,0.88,0.64,0.34,0.74
jasperreports.csv,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.0,0.01,0.97,0.0,0.01,0.0
konversation.csv,0.07,0.31,0.93,0.13,0.27,0.02,0.0,0.07,0.09,0.0,0.07,0.19,0.15,0.27,0.26,0.05,0.39
linuxsh.csv,0.43,1.0,0.62,0.23,0.53,0.46,0.33,0.26,0.67,0.54,0.15,0.14,0.13,0.55,0.45,0.54,0.2
moviesandbox.csv,0.2,0.48,0.69,0.39,1.0,0.32,0.17,0.26,0.3,0.62,0.07,0.46,0.26,0.54,0.54,0.45,0.51
ontomorphtab.csv,1.0,0.64,0.56,0.67,0.32,0.57,0.28,0.25,0.57,0.76,0.51,0.31,0.39,0.39,0.65,0.27,0.37
opengs.csv,0.27,0.31,0.62,0.28,0.38,0.24,0.0,0.2,0.98,0.44,0.07,0.6,0.51,0.84,0.13,0.07,0.46
scite-ru.csv,0.35,0.11,0.72,0.58,0.17,0.6,0.8,0.61,0.54,0.24,0.4,0.39,0.44,0.23,0.43,0.4,0.65
tokratan.csv,0.13,0.31,0.2,0.2,0.27,0.29,0.0,0.0,0.05,0.94,0.22,0.05,0.02,0.4,0.1,0.04,0.0
vrjuggler.csv,0.46,0.11,0.63,0.57,0.17,0.53,0.57,0.3,0.58,0.42,0.95,0.43,0.24,0.44,0.48,0.12,0.04
xuggle.csv,0.35,0.5,0.38,0.89,0.09,0.09,0.17,0.64,0.63,0.43,0.0,0.23,0.29,0.14,0.26,0.07,0.2
