,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.65,0.11,0.05,0.1,0.5,0.4,0.3,0.25,0.41,0.07,0.06,0.87,0.99,0.05,0.5,0.72,0.3
arm-webradio.csv,0.88,0.21,0.38,0.15,0.67,0.5,0.11,0.46,0.45,0.2,0.0,0.94,0.61,0.07,0.67,0.8,1.0
bwapi.csv,0.74,0.14,0.12,0.11,0.6,0.38,0.3,0.09,0.46,0.14,0.25,0.83,0.6,0.09,0.61,1.0,0.28
co-ode-owl-plugins.csv,0.0,0.22,0.17,0.17,0.92,0.62,1.0,1.0,0.55,0.1,0.5,0.83,0.8,0.0,0.75,0.64,0.56
firebreath.csv,0.59,0.17,0.18,0.1,0.62,1.0,0.34,0.11,0.46,0.11,0.22,0.81,0.63,0.04,0.67,0.77,0.27
frogatto.csv,0.93,0.21,0.2,0.17,0.68,0.44,0.29,0.16,0.49,0.21,0.19,0.88,0.65,0.11,1.0,0.7,0.32
gretl.csv,0.64,0.17,0.17,0.12,0.6,0.36,0.34,0.27,0.43,0.1,0.22,0.99,0.59,0.13,0.58,0.74,0.49
jasperreports.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0
konversation.csv,1.0,0.25,1.0,0.24,0.83,0.5,0.0,0.5,1.0,0.0,0.17,0.7,0.69,0.27,0.57,1.0,0.8
linuxsh.csv,0.56,1.0,0.41,0.05,0.65,0.51,0.25,0.15,0.49,0.11,0.29,0.78,0.43,0.06,0.46,0.77,0.86
moviesandbox.csv,0.75,0.23,0.28,0.18,1.0,0.52,0.43,0.5,0.74,0.2,0.17,0.82,0.54,0.13,0.78,0.85,0.76
ontomorphtab.csv,1.0,0.25,0.12,0.22,0.56,0.4,0.26,0.1,0.49,0.17,0.23,0.8,0.51,0.06,0.6,0.7,0.22
opengs.csv,0.67,0.23,0.41,0.26,0.65,0.55,0.0,0.23,1.0,0.14,0.33,0.91,0.76,0.17,0.8,0.62,0.24
scite-ru.csv,0.63,0.2,0.16,0.13,0.75,0.42,1.0,0.18,0.4,0.11,0.18,0.88,0.58,0.02,0.44,0.87,0.32
tokratan.csv,0.8,0.33,0.17,0.09,0.77,0.31,0.0,0.0,0.5,1.0,0.23,1.0,0.67,0.27,0.5,1.0,0.0
vrjuggler.csv,0.6,0.05,0.14,0.12,0.5,0.38,0.3,0.17,0.51,0.11,1.0,0.88,0.69,0.04,0.48,0.65,0.06
xuggle.csv,0.46,0.15,0.36,1.0,0.33,0.57,0.33,0.33,0.46,0.08,0.0,0.64,0.51,0.01,0.53,0.64,0.38
