,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.79,0.9,0.38,0.25,0.2,0.35,0.11,0.25
aime.csv,0.49,0.78,0.17,0.0,0.34,0.5,0.09,0.0
badtrinitycore.csv,0.0,0.5,0.33,0.37,0.15,0.43,0.19,0.35
electric-core.csv,0.6,0.83,0.42,0.2,0.24,0.37,0.14,0.27
geochat.csv,0.5,0.78,0.13,0.01,0.18,0.4,0.25,0.39
mumble.csv,0.53,0.77,0.16,0.25,0.28,0.62,0.1,0.29
olsrd.csv,0.55,0.91,0.23,0.16,0.19,0.31,0.13,0.24
t-2.csv,0.4,0.71,0.18,0.1,0.17,0.33,0.31,0.24
