,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.45,0.47,0.6,0.08,0.45,0.71,0.65,0.12,0.09,0.46,0.54,0.45,0.77
avisynth2.csv,0.1,0.04,0.0,0.29,0.15,0.1,0.23,0.0,0.75,0.06,0.0,0.0,0.1
beast-mcmc.csv,0.63,0.57,0.51,0.06,0.41,0.73,0.58,0.59,0.12,0.46,0.45,0.36,0.46
dataobjectsdotnet.csv,0.43,0.51,0.64,0.0,0.23,0.69,0.64,0.46,0.13,0.57,0.52,0.36,0.39
exist.csv,0.46,0.62,0.62,0.04,0.4,0.78,0.81,0.52,0.09,0.55,0.56,0.45,0.8
foursquared.csv,0.2,0.1,0.32,0.0,0.08,0.24,0.35,0.79,0.24,0.1,0.16,0.27,0.07
jaxlib.csv,0.31,0.34,0.5,0.57,0.35,0.25,0.71,0.59,0.14,0.35,0.49,0.31,0.75
jrefactory.csv,0.34,0.73,0.44,0.07,0.42,0.21,0.65,0.42,0.0,0.31,0.47,0.37,0.73
nodal.csv,0.39,0.37,0.39,0.07,0.61,0.6,0.67,0.36,0.0,0.32,0.04,0.32,0.65
opendvr.csv,0.55,0.4,0.48,0.08,0.4,0.72,0.83,0.44,0.11,0.47,0.45,0.58,0.33
pokenetonline.csv,0.45,0.64,0.67,0.08,0.42,0.72,0.79,0.55,0.09,0.55,0.6,0.33,0.89
simplewebservices.csv,0.42,0.41,0.7,0.08,0.4,0.72,0.82,0.5,0.09,0.51,0.61,0.44,0.87
uface.csv,0.51,0.58,0.64,0.04,0.41,0.76,0.78,0.54,0.09,0.53,0.56,0.38,0.95
