,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.68,0.43,0.47,1.0,0.65,0.9,0.53,0.08,1.0,0.47,0.64,1.0,0.67
avisynth2.csv,0.06,0.02,0.0,0.5,0.09,0.05,0.13,0.0,1.0,0.03,0.0,0.0,0.06
beast-mcmc.csv,0.73,0.61,0.47,0.5,0.3,0.93,0.43,0.67,1.0,0.37,0.42,0.45,0.31
dataobjectsdotnet.csv,0.45,0.55,0.77,0.0,0.22,0.8,0.57,0.58,1.0,0.58,0.57,0.59,0.29
exist.csv,0.85,0.73,0.7,0.5,0.78,0.77,0.95,1.0,1.0,0.81,0.9,1.0,0.89
foursquared.csv,0.12,0.06,0.2,0.0,0.04,0.15,0.22,0.88,0.67,0.05,0.09,0.23,0.04
jaxlib.csv,0.33,0.25,0.43,1.0,0.61,0.16,0.72,0.79,0.33,0.27,0.64,0.36,0.89
jrefactory.csv,0.62,0.75,0.37,0.5,0.96,0.12,0.67,0.67,0.0,0.28,0.52,0.5,0.85
nodal.csv,0.38,0.27,0.27,0.5,0.61,0.54,0.55,0.33,0.0,0.24,0.02,0.23,0.51
opendvr.csv,0.7,0.33,0.35,1.0,0.39,0.73,0.8,0.5,1.0,0.47,0.37,0.64,0.2
pokenetonline.csv,0.98,0.8,0.8,1.0,0.78,1.0,0.7,1.0,1.0,0.78,0.95,0.41,0.9
simplewebservices.csv,0.82,0.35,0.95,1.0,0.78,0.98,0.85,0.71,1.0,0.63,0.69,0.95,0.88
uface.csv,0.8,0.57,0.7,0.5,0.61,0.96,0.75,0.96,1.0,0.61,0.84,0.77,0.94
