,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.5,0.53,0.12,0.94,0.46,0.85,0.24,0.17,0.98,0.44,0.52,1.0,0.11
avisynth2.csv,0.04,0.13,0.02,0.08,0.03,0.07,0.12,0.02,0.03,0.03,0.02,0.0,0.04
beast-mcmc.csv,0.22,0.71,0.44,0.58,0.06,0.79,0.16,0.3,0.68,0.2,0.33,0.43,0.13
dataobjectsdotnet.csv,0.25,0.79,0.79,0.23,0.25,0.68,0.48,0.5,0.63,0.34,0.45,0.7,0.41
exist.csv,0.68,0.84,0.71,0.9,0.78,0.27,0.92,0.96,0.98,0.89,0.94,1.0,0.67
foursquared.csv,0.03,0.13,0.08,0.06,0.03,0.14,0.08,0.17,0.19,0.01,0.05,0.19,0.04
jaxlib.csv,0.3,0.32,0.38,0.06,0.7,0.18,0.72,0.46,0.16,0.24,0.69,0.42,0.98
jrefactory.csv,0.78,0.39,0.38,0.5,0.95,0.12,0.92,0.8,0.15,0.42,0.5,0.49,0.94
nodal.csv,0.22,0.26,0.15,0.5,0.14,0.34,0.24,0.28,0.21,0.2,0.06,0.08,0.11
opendvr.csv,0.32,0.45,0.12,0.98,0.21,0.41,0.28,0.39,0.81,0.4,0.2,0.23,0.04
pokenetonline.csv,0.9,0.97,0.73,0.98,0.71,1.0,0.16,0.87,0.97,0.82,0.87,0.45,0.26
simplewebservices.csv,0.77,0.47,0.96,1.0,0.76,0.98,0.56,0.59,0.97,0.64,0.4,1.0,0.28
uface.csv,0.51,0.53,0.62,0.98,0.49,0.76,0.4,0.83,1.0,0.52,0.81,0.96,0.06
