,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.49,0.75,0.0,0.62,0.53,0.8,0.87,0.82,0.43,0.77,1.0,0.44,0.2,0.44
baadengine.csv,0.99,0.72,1.0,0.35,0.83,0.8,0.54,0.71,0.71,0.85,0.62,0.6,0.2,0.6
bnetd.csv,0.84,0.58,1.0,0.38,0.23,0.8,1.0,0.67,0.64,0.46,0.62,0.76,1.0,0.56
impala.csv,0.19,0.0,1.0,0.96,0.17,0.0,0.28,0.53,0.14,0.77,0.67,0.84,0.0,0.84
jaxen.csv,0.01,0.06,0.0,0.04,0.0,1.0,0.0,0.16,0.14,0.23,0.05,0.04,0.0,0.02
jgameai.csv,0.14,0.18,1.0,0.96,0.83,0.0,0.36,0.24,0.07,0.15,0.43,0.28,0.0,0.13
jparsec.csv,0.55,0.23,1.0,0.58,0.57,0.8,0.15,0.43,0.64,0.69,0.71,0.44,0.6,0.98
motu.csv,0.42,0.09,0.0,0.0,0.03,0.2,0.0,0.22,0.0,0.92,0.19,0.0,0.0,0.04
vars-redux.csv,0.29,0.25,1.0,0.23,0.57,1.0,0.33,0.96,0.07,0.85,0.52,0.2,0.0,0.58
werx.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0
wishmaster.csv,0.46,0.16,0.0,0.38,0.0,0.2,0.38,0.18,0.86,0.31,0.29,0.4,0.6,0.22
xreal.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,1.0,0.0
zealos.csv,0.34,0.44,0.0,0.38,0.9,0.8,0.31,0.61,0.36,0.62,0.67,0.28,0.4,0.42
