,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.55,0.34,0.33,0.48,0.48,0.28,0.56,0.23,0.47
ipfilter.csv,0.49,0.14,0.34,0.75,0.64,0.34,0.97,0.79,0.44
mesa3d.csv,0.68,0.25,0.47,0.82,0.51,0.43,0.59,0.43,0.48
nassp.csv,0.39,0.0,0.6,0.31,0.21,0.35,0.47,0.29,0.1
rockbox.csv,0.52,0.26,0.47,0.5,0.62,0.29,0.28,0.19,0.68
soar.csv,0.64,0.25,0.34,0.96,0.72,0.35,0.84,0.74,0.54
super-tux.csv,0.62,0.22,0.39,0.95,0.15,0.35,0.66,0.45,0.48
tencompetence.csv,0.38,0.06,0.2,0.64,0.62,0.3,0.2,0.83,0.0
utgb.csv,0.73,0.29,0.48,0.64,0.39,0.31,0.53,0.33,0.42
