,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.61,0.64,0.92,0.58,0.43,0.49,0.42,0.96,0.46
ipfilter.csv,0.51,0.65,0.38,0.69,0.4,0.49,0.44,0.53,0.65
mesa3d.csv,0.42,0.41,0.4,0.44,0.36,0.51,0.37,0.51,0.61
nassp.csv,0.88,0.0,0.5,0.63,0.86,0.41,0.44,0.86,0.0
rockbox.csv,0.44,0.44,0.61,0.5,0.47,0.97,0.91,0.77,0.36
soar.csv,0.42,0.45,0.36,0.45,0.63,0.45,0.38,0.49,0.45
super-tux.csv,0.33,0.44,0.47,0.43,0.88,0.5,0.47,0.44,0.49
tencompetence.csv,0.94,0.92,0.88,0.82,0.44,0.72,0.8,0.67,0.83
utgb.csv,0.57,0.48,0.47,0.5,0.42,0.59,0.41,0.74,0.57
