,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.88,0.0,0.86,1.04,0.7,1.0,0.95,0.96,0.93,1.0,1.03,0.92,0.76,0.9,1.0,0.88,1.01,0.76,1.1,1.03
baadengine.csv,0.01,1.14,1.16,0.47,0.88,0.34,0.58,0.58,0.61,0.59,0.59,0.89,0.71,0.38,0.48,0.71,0.94,0.69,0.54,0.85
biopax.csv,0.83,0.98,1.0,0.83,0.76,0.93,0.78,0.85,0.93,0.93,0.92,0.94,0.82,0.68,0.44,0.56,0.77,0.03,0.56,0.95
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
dataobjectsdotnet.csv,0.83,1.03,1.12,0.21,0.94,0.63,0.65,0.66,0.67,0.75,0.62,0.73,0.04,0.76,0.69,0.68,0.81,0.69,0.62,0.68
exl.csv,0.39,1.02,1.05,0.6,0.62,0.75,0.72,0.69,0.8,0.88,0.58,0.74,0.71,0.47,0.53,0.63,0.64,0.47,0.0,0.71
gdis.csv,0.86,0.71,1.02,0.78,0.81,0.7,0.95,0.81,0.86,0.87,0.87,0.98,0.8,0.73,0.0,0.64,0.89,0.54,0.7,0.83
gogoego.csv,0.72,1.0,0.91,1.01,0.78,0.69,0.08,0.74,0.87,0.59,0.64,0.97,0.66,0.51,0.52,0.62,0.36,0.81,0.95,0.46
httpcontentparser.csv,0.88,1.0,0.94,1.0,0.87,1.0,0.88,0.81,0.1,0.82,0.86,0.93,0.67,0.88,0.85,0.87,0.72,0.91,1.02,0.67
impala.csv,0.69,0.58,0.99,0.89,0.99,0.87,0.97,0.93,0.8,0.64,1.0,0.2,0.82,0.98,0.79,0.85,0.88,1.01,1.05,1.0
jgameai.csv,0.84,0.81,0.91,1.01,0.0,0.61,0.79,0.91,0.97,1.02,0.85,0.93,0.91,0.88,0.67,1.0,0.67,0.94,0.98,0.69
loki-lib.csv,0.61,0.96,0.77,0.52,0.66,0.62,0.59,0.6,0.61,0.83,0.5,0.77,0.68,0.57,0.47,0.07,0.69,0.81,0.54,0.61
snakeyaml.csv,0.93,0.41,0.64,1.18,0.68,0.84,0.69,0.89,0.73,0.69,0.04,0.9,0.62,0.95,0.64,0.94,1.01,0.88,0.78,0.6
tart.csv,1.0,1.0,0.9,1.0,1.0,1.0,0.98,1.0,1.0,0.0,0.96,1.0,0.85,1.0,1.0,0.97,0.67,1.0,0.77,1.0
vars-redux.csv,0.83,0.86,0.93,0.16,0.9,0.54,0.61,0.03,0.58,0.68,0.55,0.73,0.67,0.88,0.57,0.97,0.72,0.85,0.61,0.52
werx.csv,1.0,0.95,0.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.99
xbg.csv,0.7,1.0,0.97,0.03,0.96,0.41,0.74,0.84,0.77,0.72,0.67,0.87,0.85,0.12,0.8,0.79,0.4,0.97,0.76,0.69
xqilla.csv,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
zealos.csv,0.99,0.65,0.7,1.12,0.54,0.03,0.73,0.79,0.65,0.57,0.74,0.87,0.74,0.96,0.7,0.83,1.02,0.63,0.58,0.27
