,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,1.0,0.26,0.45,0.77,1.0,0.07
fluent-nhibernate.csv,0.09,0.21,0.29,0.49,1.0,1.0
h2database.csv,0.2,1.0,0.33,0.62,0.98,0.24
jaql.csv,0.18,0.16,0.39,1.0,0.95,0.11
raven-monitoring.csv,0.11,0.11,1.0,0.47,0.97,0.09
v8.csv,0.16,0.18,0.56,0.59,1.0,0.28
