,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.97,0.96,0.45,0.92,0.97,0.52
fluent-nhibernate.csv,0.99,0.89,0.77,0.97,0.88,0.94
h2database.csv,0.5,0.98,0.92,0.96,0.65,0.96
jaql.csv,0.59,0.63,0.71,0.57,0.71,0.72
raven-monitoring.csv,0.84,0.68,0.69,0.87,0.68,0.81
v8.csv,0.41,0.46,0.52,0.47,0.44,0.51
