,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.23,0.4,0.28,0.2,0.51,0.34,0.52,0.48,0.05,0.09,0.19,0.54,0.26,0.11,0.42,0.66,0.44
beast-mcmc.csv,0.58,0.28,0.62,0.26,0.67,0.81,0.35,0.9,0.73,0.63,0.31,0.61,0.2,0.07,0.57,0.78,0.7
bscwweasel.csv,0.03,0.17,0.38,0.39,0.53,0.23,0.23,0.73,0.8,0.27,0.6,0.49,0.23,0.0,0.37,0.66,0.57
codeblocks.csv,0.62,0.22,0.42,0.32,0.54,0.79,0.36,0.68,0.26,0.29,0.15,0.59,0.32,0.04,0.4,0.75,0.56
gamestone.csv,0.12,0.56,0.19,0.21,0.3,0.13,0.2,0.3,0.1,0.25,0.36,0.14,0.06,0.21,0.11,0.47,0.32
iaml.csv,0.24,0.33,0.51,0.0,0.18,0.32,0.19,0.47,0.31,0.62,0.72,0.42,0.27,0.06,0.11,0.39,0.69
jbasic.csv,0.73,0.21,0.45,0.18,0.74,0.13,0.23,0.84,0.57,0.74,0.4,0.55,0.21,0.06,0.43,0.57,0.73
modplug.csv,0.68,0.26,0.44,0.23,0.66,0.77,0.2,0.87,0.82,0.5,0.71,0.54,0.24,0.05,0.58,0.83,0.73
pdfedit.csv,0.69,0.35,0.36,0.12,0.75,0.49,0.27,0.58,0.41,0.64,0.38,0.51,0.1,0.1,0.62,0.67,0.55
redshell.csv,0.65,0.24,0.34,0.22,0.48,0.68,0.1,0.87,0.0,0.5,0.63,0.39,0.17,0.05,0.56,0.66,0.58
sabbu.csv,0.75,0.0,0.51,0.08,0.7,0.37,0.36,0.59,0.63,0.7,0.39,0.52,0.1,0.12,0.52,0.37,0.44
silvertree.csv,0.62,0.22,0.42,0.27,0.6,0.66,0.24,0.86,0.79,0.7,0.52,0.69,0.22,0.06,0.57,0.58,0.75
t-2.csv,0.63,0.14,0.4,0.15,0.52,0.8,0.21,0.68,0.73,0.13,0.63,0.56,0.45,0.02,0.25,0.62,0.34
xinity.csv,0.59,0.08,0.38,0.18,0.51,0.59,0.12,0.76,0.54,0.67,0.61,0.29,0.22,0.03,0.6,0.45,0.78
xreal.csv,0.18,0.19,0.22,0.11,0.36,0.28,0.08,0.37,0.31,0.53,0.35,0.28,0.05,0.77,0.24,0.27,0.4
zabbix.csv,0.55,0.21,0.5,0.16,0.69,0.6,0.32,0.71,0.64,0.72,0.28,0.64,0.1,0.12,0.54,0.55,0.69
zengine.csv,0.68,0.25,0.43,0.22,0.67,0.84,0.21,0.97,0.9,0.65,0.55,0.59,0.22,0.05,0.59,0.81,0.74
