,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.86,0.52,0.78,0.77,0.62,0.79,0.25,0.84,0.97,0.95,0.92,0.68,0.71,0.4,0.77,0.52,0.74
beast-mcmc.csv,0.56,0.81,0.36,0.7,0.91,0.73,0.41,1.01,0.42,0.54,0.84,0.86,0.82,0.75,1.0,0.8,0.76
bscwweasel.csv,0.98,0.82,0.69,0.45,0.74,0.87,0.61,0.56,0.33,0.83,0.78,0.62,0.79,1.04,0.76,0.59,0.84
codeblocks.csv,0.76,0.68,0.69,0.58,0.68,0.54,0.4,0.89,0.86,0.82,0.92,0.81,0.52,0.8,0.97,0.45,0.66
gamestone.csv,0.93,0.23,0.88,0.69,0.83,0.93,0.78,0.9,0.95,0.85,0.86,0.92,0.95,0.42,0.94,0.69,0.87
iaml.csv,0.86,0.64,0.48,1.01,0.9,0.82,0.7,0.74,0.89,0.72,0.44,0.69,0.59,0.82,0.94,0.96,0.8
jbasic.csv,0.78,0.77,0.7,0.75,0.54,0.93,0.7,0.91,0.61,0.43,0.82,0.75,0.95,0.8,0.68,0.89,0.82
modplug.csv,0.89,0.87,0.81,0.91,0.89,0.77,0.97,0.9,1.0,0.87,0.97,1.01,0.86,0.99,0.98,0.33,0.85
pdfedit.csv,0.68,0.64,0.69,0.87,0.39,0.79,0.69,0.77,0.74,0.84,0.8,0.78,0.89,0.5,0.46,0.52,0.69
redshell.csv,0.91,0.72,0.77,0.74,0.76,0.98,1.0,0.43,1.0,0.65,0.74,0.93,0.87,0.75,0.95,1.01,0.68
sabbu.csv,0.37,1.0,0.49,0.91,0.45,0.78,0.53,0.63,0.56,0.47,0.75,0.59,0.89,0.47,0.85,0.88,0.74
silvertree.csv,0.5,0.81,0.71,0.73,0.73,0.66,0.72,0.78,0.49,0.79,0.7,0.38,0.9,0.7,1.0,0.91,0.85
t-2.csv,0.94,0.98,0.67,0.83,0.82,0.81,0.67,0.88,0.95,0.93,0.58,0.84,0.41,1.0,1.02,0.99,0.82
xinity.csv,0.92,0.93,0.81,0.75,0.63,0.87,0.96,0.73,0.65,0.86,0.55,0.85,0.96,0.88,0.51,0.97,0.49
xreal.csv,0.9,0.78,0.85,0.88,0.76,0.85,0.92,0.78,0.89,0.85,0.82,0.82,0.96,0.02,0.85,1.04,0.8
zabbix.csv,0.6,0.77,0.5,0.78,0.55,0.59,0.65,0.67,0.53,0.53,0.85,0.49,0.89,0.42,0.56,0.71,0.8
zengine.csv,0.66,0.92,0.98,1.0,1.0,0.98,0.99,1.0,0.18,1.0,0.9,1.0,0.99,0.96,0.92,1.0,0.96
