,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,1.0,4.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,5.0,6.0,2.0,0.0,1.0
beast-mcmc.csv,0.0,13.0,1.0,37.0,2.0,1.0,16.0,0.0,0.0,1.0,0.0,7.0,83.0,24.0,0.0,0.0,1.0
bscwweasel.csv,0.0,25.0,1.0,7.0,7.0,0.0,47.0,0.0,0.0,3.0,0.0,3.0,88.0,183.0,1.0,1.0,0.0
codeblocks.csv,4.0,15.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,28.0,73.0,0.0,0.0,1.0
gamestone.csv,0.0,1.0,35.0,18.0,2.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,95.0,9.0,0.0,1.0,1.0
iaml.csv,0.0,5.0,14.0,161.0,2.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,5.0,0.0,0.0
jbasic.csv,5.0,7.0,11.0,13.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,86.0,27.0,2.0,0.0,1.0
modplug.csv,4.0,12.0,6.0,42.0,8.0,4.0,4.0,0.0,2.0,0.0,1.0,8.0,56.0,41.0,0.0,0.0,0.0
pdfedit.csv,4.0,5.0,7.0,12.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0,16.0,23.0,0.0,0.0,1.0
redshell.csv,5.0,12.0,8.0,42.0,1.0,5.0,9.0,0.0,49.0,0.0,0.0,6.0,82.0,31.0,0.0,0.0,1.0
sabbu.csv,0.0,59.0,9.0,29.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,2.0
silvertree.csv,1.0,7.0,24.0,40.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,2.0,87.0,13.0,1.0,6.0,1.0
t-2.csv,5.0,13.0,1.0,27.0,2.0,5.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,99.0,0.0,0.0,1.0
xinity.csv,5.0,13.0,14.0,7.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,6.0,83.0,31.0,0.0,0.0,0.0
xreal.csv,0.0,0.0,27.0,22.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,4.0,0.0,2.0
zabbix.csv,0.0,8.0,9.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,0.0,1.0
zengine.csv,3.0,13.0,12.0,49.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,8.0,88.0,38.0,0.0,0.0,1.0
