,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.6,0.58,0.0,0.45,0.41,0.01,0.58,0.34,0.7,0.5,0.85,0.49,0.55,0.3,0.27,0.59,0.0,0.66,0.02,0.33
alleg.csv,0.5,0.53,0.65,0.13,0.54,0.74,0.13,0.61,0.4,0.43,0.66,0.44,0.26,0.51,0.15,0.41,0.55,0.82,0.6,0.11
biodwh.csv,0.59,0.59,0.0,0.45,0.47,0.37,0.27,0.51,0.63,0.33,0.73,0.37,0.76,0.61,0.1,0.77,0.45,0.42,0.65,0.76
factor.csv,0.12,0.05,0.14,0.02,0.59,0.42,0.07,0.33,0.16,0.45,0.88,0.09,0.0,0.46,0.0,0.2,0.45,0.92,0.6,0.15
iaml.csv,0.53,0.4,0.36,0.6,0.17,0.54,0.71,0.15,0.51,0.24,0.6,0.54,0.75,0.37,0.07,0.61,0.49,0.26,0.37,0.58
icescrum.csv,0.59,0.67,0.42,0.7,0.69,0.28,0.27,0.35,0.44,0.6,0.47,0.54,0.54,0.84,0.4,0.63,0.28,0.65,0.67,0.51
jbasic.csv,0.6,0.54,0.48,0.78,0.49,0.0,0.3,0.41,0.47,0.12,0.17,0.58,0.52,0.65,0.0,0.45,0.67,0.0,0.66,0.44
jcache.csv,0.69,0.69,0.48,0.68,0.17,0.32,0.39,0.73,0.66,0.77,0.57,0.72,0.91,0.71,0.65,0.59,0.58,0.43,0.63,0.92
ktc.csv,0.77,0.63,0.34,0.53,0.46,0.53,0.29,0.67,0.61,0.65,0.6,0.5,0.75,0.71,0.57,0.54,0.47,0.28,0.68,0.61
moast.csv,0.23,0.3,0.4,0.0,0.0,0.0,0.42,0.61,0.2,0.0,0.17,0.41,0.28,0.49,0.97,0.0,0.0,0.06,0.0,0.42
natpad.csv,0.58,0.56,0.21,0.25,0.56,0.46,0.22,0.61,0.64,0.44,0.83,0.41,0.27,0.46,0.17,0.56,0.51,0.67,0.73,0.61
nebuladevice.csv,0.38,0.34,0.64,0.3,0.59,0.01,0.42,0.52,0.15,0.34,0.16,0.63,0.0,0.29,0.35,0.1,0.06,0.64,0.0,0.18
nosleepsoftware.csv,0.12,0.13,0.76,0.06,0.0,0.18,0.18,0.05,0.04,0.0,0.17,0.45,0.0,0.0,0.01,0.1,0.05,0.06,0.09,0.11
pixel-commandos.csv,0.21,0.36,0.0,0.16,0.56,0.18,0.33,0.36,0.37,0.51,0.0,0.09,0.99,0.19,0.27,0.29,0.12,0.02,0.17,0.11
riff-evolve.csv,0.7,0.62,0.0,0.33,0.58,0.35,0.51,0.7,0.57,0.72,0.86,0.37,0.76,0.59,0.69,0.69,0.11,0.53,0.51,0.84
rosegarden.csv,0.78,0.75,0.46,0.68,0.4,0.57,0.44,0.59,0.69,0.59,0.83,0.72,0.92,0.64,0.19,0.54,0.54,0.41,0.75,0.82
smarttag.csv,0.74,0.65,0.27,0.2,0.59,0.27,0.37,0.55,0.55,0.34,0.64,0.59,0.7,0.67,0.0,0.36,0.01,0.5,0.02,0.64
wxcode.csv,0.66,0.58,0.36,0.48,0.0,0.38,0.17,0.5,0.6,0.35,0.96,0.65,0.54,0.47,0.02,0.38,0.34,0.12,0.32,0.81
xined.csv,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.84
zemljanka.csv,0.48,0.44,0.59,0.0,0.52,0.57,0.13,0.54,0.49,0.42,0.55,0.56,0.68,0.63,0.51,0.13,0.83,0.0,0.47,0.0
