,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,180.0,292.0,901.0,98.5,472.5,65.5,93.5,197.5,443.0,193.0,97.5,95.5,97.5,64.5,586.5,1114.5,14.5,706.5,12.5,276.5
alleg.csv,558.0,585.0,99.0,132.0,185.0,197.5,187.0,197.5,2502.0,90.5,97.5,333.0,456.5,836.0,181.5,954.5,99.0,97.5,97.5,138.0
biodwh.csv,271.5,576.5,444.5,98.5,378.5,97.5,93.5,96.5,766.0,785.0,97.5,193.0,97.5,84.5,96.5,262.5,98.5,97.5,97.5,84.5
factor.csv,559.0,595.0,99.0,0.0,283.5,193.5,74.5,96.5,961.0,193.0,97.5,318.5,994.5,580.5,0.0,264.5,99.0,82.5,96.5,60.5
iaml.csv,453.5,1010.0,176.0,191.0,271.0,98.5,193.0,290.0,1368.0,90.5,97.5,291.5,97.5,228.0,194.0,285.5,99.0,97.5,196.5,353.0
icescrum.csv,657.0,391.5,366.0,98.5,187.0,98.5,98.5,98.5,1480.5,90.5,95.5,290.5,97.5,96.5,96.5,384.0,96.5,97.5,196.5,185.0
jbasic.csv,1989.5,881.5,191.0,94.5,185.0,197.5,98.5,195.5,5080.5,95.5,97.5,290.5,97.5,195.0,97.5,285.5,99.0,97.5,196.5,183.0
jcache.csv,1912.5,783.0,98.5,98.5,65.5,197.5,99.0,197.5,4645.0,193.0,97.5,194.0,98.5,543.0,294.0,93.5,99.0,97.5,97.5,183.0
ktc.csv,271.5,195.5,93.5,98.5,306.0,98.5,99.0,98.5,2192.0,193.0,97.5,193.0,98.5,96.5,195.0,241.5,97.5,97.5,97.5,88.5
moast.csv,2201.5,949.5,198.0,98.5,566.0,197.5,99.0,98.5,1118.0,193.0,95.5,1939.5,98.5,292.5,191.5,384.0,99.0,97.5,196.5,282.5
natpad.csv,738.0,198.0,99.0,94.5,371.0,97.5,187.0,293.0,2954.5,465.5,97.5,193.0,458.5,365.0,195.5,893.0,99.0,97.5,196.5,282.5
nebuladevice.csv,2463.0,682.5,198.0,190.0,470.5,88.5,99.0,197.5,2758.5,462.5,2460.5,221.5,2732.0,194.0,489.0,384.0,92.5,729.5,86.5,282.5
nosleepsoftware.csv,1320.5,1359.0,99.0,805.5,0.0,98.5,99.0,89.5,473.5,0.0,430.0,95.5,1172.0,591.0,328.0,745.0,75.5,358.5,362.5,185.0
pixel-commandos.csv,171.0,82.5,109.0,190.0,648.5,85.5,98.5,96.5,1395.5,193.0,0.0,242.5,98.5,221.0,88.5,329.0,90.5,50.5,93.5,68.5
riff-evolve.csv,363.0,195.5,772.0,98.5,277.5,97.5,98.5,195.5,1195.0,193.0,97.5,95.5,97.5,175.0,390.5,384.0,90.5,97.5,97.5,278.5
rosegarden.csv,1122.5,292.0,93.5,98.5,321.0,98.5,99.0,197.5,2964.5,193.0,97.5,291.5,98.5,96.5,96.5,93.5,99.0,97.5,97.5,275.5
smarttag.csv,1017.0,781.5,1132.5,98.5,376.0,98.5,99.0,294.0,4509.5,581.0,97.5,293.0,98.5,195.0,685.5,1367.5,89.5,97.5,66.5,181.0
wxcode.csv,1142.5,293.0,93.5,98.5,48.0,97.5,98.5,294.0,1846.5,191.0,97.5,95.5,97.5,263.5,390.0,93.5,97.5,97.5,97.5,183.0
xined.csv,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,183.0
zemljanka.csv,3041.5,297.0,197.5,98.5,566.0,98.5,99.0,197.5,4419.5,184.0,97.5,390.5,98.5,558.5,292.5,384.0,99.0,97.5,196.5,375.0
