,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.22,0.04,0.78,0.23,0.0
chaperon.csv,0.28,0.21,0.43,0.08,0.75
mule.csv,0.4,0.04,0.4,0.21,0.5
springside.csv,0.63,0.29,0.6,0.73,0.25
swtfox.csv,0.2,0.64,0.2,0.23,0.75
