,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.42,0.04,0.48,0.25,0.82
chaperon.csv,0.3,0.27,0.32,1.0,0.34
mule.csv,0.7,0.1,0.28,0.25,0.57
springside.csv,0.84,0.8,0.4,1.0,0.66
swtfox.csv,0.21,0.59,0.55,0.25,0.14
