,recall,precision,pf,pci_20,ifa,wins
blogentis.csv,0.64,0.26,0.43,0.46,3.0,9
checker-framework.csv,0.92,0.23,0.92,0.39,3.0,1
cme.csv,0.0,0.0,0.0,0.0,79.0,0
ctrlr.csv,0.09,0.11,0.24,0.89,4.0,4
fontforge.csv,0.89,0.24,0.83,0.39,4.0,3
gusanos.csv,0.64,0.31,0.34,0.42,2.0,11
jvcl.csv,0.27,0.3,0.17,0.7,4.0,12
kwave.csv,0.79,0.25,0.66,0.41,4.0,7
liferea.csv,0.43,0.23,0.42,0.55,1.0,8
lockss.csv,0.32,0.4,0.14,0.73,2.0,16
magicwars.csv,1.0,0.23,0.96,0.39,3.0,2
psrchive.csv,0.33,0.34,0.23,0.71,2.0,13
pydev.csv,0.29,0.33,0.14,0.72,3.0,15
sarasvati.csv,0.23,0.27,0.29,0.72,2.0,10
stuproa-cims.csv,0.32,0.38,0.15,0.55,1.0,14
thout.csv,0.75,0.26,0.72,0.45,2.0,5
zact.csv,0.29,0.18,0.39,0.76,4.0,6
