,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.31,0.15,0.17,0.06,0.12,0.39,0.37,0.56,0.42,0.57,0.48,0.33,0.39,0.42,0.52,0.48,0.26
checker-framework.csv,0.38,0.27,0.18,0.11,0.12,0.33,0.34,0.45,0.61,0.52,0.49,0.33,0.4,0.39,0.81,0.5,0.15
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.04,0.0,0.0,0.0,0.91
ctrlr.csv,0.13,0.12,0.0,0.12,0.1,0.07,0.13,0.06,0.18,0.21,0.27,0.22,0.13,0.62,0.08,0.04,0.0
fontforge.csv,0.41,0.28,0.19,0.11,0.19,0.37,0.29,0.49,0.43,0.69,0.49,0.32,0.4,0.37,0.81,0.51,0.19
gusanos.csv,0.47,0.23,0.18,0.09,0.24,0.44,0.2,0.47,0.4,0.51,0.54,0.42,0.32,0.42,0.86,0.53,0.29
jvcl.csv,0.39,0.35,0.3,0.0,0.15,0.33,0.11,0.42,0.44,0.0,0.36,0.06,0.29,0.0,0.34,0.52,0.0
kwave.csv,0.37,0.24,0.19,0.09,0.12,0.4,0.44,0.42,0.46,0.55,0.54,0.36,0.42,0.27,0.76,0.48,0.21
liferea.csv,0.37,0.31,0.06,0.07,0.12,0.56,0.22,0.4,0.33,0.52,0.33,0.33,0.39,0.29,0.34,0.43,0.14
lockss.csv,0.5,0.32,0.19,0.0,0.24,0.37,0.2,0.45,0.48,0.38,0.4,0.43,0.24,0.0,0.32,0.5,0.24
magicwars.csv,0.35,0.27,0.19,0.11,0.13,0.37,0.36,0.41,0.38,0.61,0.71,0.32,0.39,0.42,0.82,0.51,0.2
psrchive.csv,0.3,0.53,0.0,0.14,0.0,0.34,0.15,0.39,0.32,0.41,0.26,0.24,0.17,0.09,0.57,0.54,0.19
pydev.csv,0.42,0.33,0.27,0.11,0.18,0.21,0.22,0.43,0.35,0.08,0.34,0.21,0.31,0.0,0.4,0.62,0.3
sarasvati.csv,0.49,0.19,0.05,0.11,0.26,0.25,0.41,0.18,0.19,0.07,0.41,0.23,0.4,0.36,0.35,0.5,0.0
stuproa-cims.csv,0.4,0.0,0.2,0.08,0.17,0.0,0.37,0.43,0.58,0.63,0.37,0.33,0.56,0.0,0.25,0.46,0.22
thout.csv,0.53,0.21,0.17,0.09,0.14,0.39,0.36,0.49,0.38,0.61,0.53,0.31,0.42,0.42,0.64,0.42,0.28
zact.csv,0.23,0.21,0.1,0.26,0.13,0.24,0.25,0.1,0.12,0.18,0.34,0.25,0.17,0.46,0.61,0.23,0.0
