,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.93,0.52,0.46,0.55,0.6,0.35,0.45,0.48,0.47,0.41,0.81,0.46,0.39,0.45,0.7,0.35,0.35
checker-framework.csv,0.47,0.38,0.31,0.34,0.42,0.32,0.4,0.39,0.45,0.39,0.36,0.5,0.35,0.46,0.41,0.38,0.45
cme.csv,0.0,0.0,0.0,0.5,0.0,0.83,0.0,0.0,0.86,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.83
ctrlr.csv,0.94,0.95,0.86,0.53,0.9,0.93,0.87,0.9,0.69,0.8,0.45,0.73,0.96,0.79,0.92,0.89,0.92
fontforge.csv,0.55,0.39,0.3,0.38,0.46,0.33,0.4,0.37,0.48,0.44,0.43,0.37,0.37,0.49,0.43,0.33,0.33
gusanos.csv,0.46,0.37,0.35,0.5,0.52,0.34,0.75,0.36,0.41,0.47,0.64,0.38,0.68,0.46,0.42,0.34,0.34
jvcl.csv,0.69,0.6,0.7,0.93,0.93,0.53,0.67,0.46,0.8,0.0,0.74,0.92,0.95,0.5,0.7,0.7,0.56
kwave.csv,0.47,0.72,0.3,0.41,0.4,0.31,0.94,0.38,0.5,0.31,0.42,0.45,0.34,0.8,0.43,0.37,0.38
liferea.csv,0.63,0.46,0.94,0.7,0.71,0.48,0.45,0.55,0.6,0.4,0.74,0.39,0.45,0.6,0.87,0.45,0.46
lockss.csv,0.55,0.8,0.92,0.88,0.7,0.31,0.75,0.56,0.75,0.88,0.73,0.44,0.82,0.5,0.92,0.37,0.58
magicwars.csv,0.48,0.38,0.32,0.34,0.4,0.33,0.4,0.38,0.45,0.29,0.72,0.39,0.35,0.45,0.42,0.35,0.43
psrchive.csv,0.74,0.62,0.88,0.51,0.93,0.41,0.9,0.67,0.71,0.73,0.97,0.85,0.94,0.0,0.51,0.52,0.54
pydev.csv,0.78,0.9,0.72,0.59,0.95,0.83,0.82,0.62,0.6,0.0,0.98,0.88,0.5,0.8,0.57,0.52,0.45
sarasvati.csv,0.44,0.83,0.72,0.45,0.63,0.91,0.92,0.65,0.88,0.75,0.52,0.92,0.49,0.74,0.89,0.4,0.67
stuproa-cims.csv,0.62,0.0,0.3,0.95,0.0,0.0,0.91,0.56,0.55,0.31,0.83,0.71,0.67,0.0,0.93,0.43,0.5
thout.csv,0.52,0.5,0.4,0.47,0.42,0.35,0.45,0.47,0.59,0.29,0.77,0.42,0.35,0.45,0.59,0.38,0.39
zact.csv,0.9,0.84,0.76,0.72,0.43,0.62,0.62,0.94,0.85,0.9,0.41,0.78,0.57,0.57,0.64,0.96,0.83
