,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.04,0.77,0.43,0.24,0.33,0.93,0.89,0.25,0.38,0.68,0.14,0.41,0.78,1.0,0.83,0.54,0.42
checker-framework.csv,0.99,0.95,0.99,0.99,0.97,0.84,0.95,0.86,0.18,0.77,0.92,0.47,0.97,0.9,0.97,0.9,0.83
cme.csv,0.0,0.0,0.01,0.02,0.0,0.14,0.02,0.0,0.12,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.02
ctrlr.csv,0.08,0.24,0.05,0.61,0.06,0.3,0.48,0.13,0.82,0.06,0.89,0.54,0.13,0.29,0.31,0.12,0.23
fontforge.csv,0.43,0.97,0.97,0.79,0.52,1.0,0.98,0.62,0.62,0.26,0.53,0.86,0.81,0.92,0.9,0.83,0.83
gusanos.csv,0.21,0.72,0.76,0.3,0.26,0.5,0.04,0.41,0.34,0.26,0.12,0.49,0.22,0.8,0.28,0.49,0.46
jvcl.csv,0.21,0.19,0.24,0.13,0.16,0.27,0.04,0.57,0.02,0.0,0.22,0.12,0.06,0.03,0.17,0.22,0.31
kwave.csv,0.84,0.4,0.96,0.66,0.89,0.89,0.16,0.97,0.25,0.77,0.48,0.41,0.93,0.39,0.66,0.99,0.58
liferea.csv,0.16,0.53,0.11,0.18,0.22,0.3,0.43,0.29,0.48,0.52,0.22,0.47,0.49,0.56,0.03,0.42,0.42
lockss.csv,0.13,0.03,0.15,0.14,0.16,0.59,0.04,0.2,0.05,0.06,0.12,0.28,0.18,0.03,0.0,0.52,0.19
magicwars.csv,0.93,1.0,0.81,0.97,0.92,1.0,1.0,0.93,0.7,1.0,0.08,1.0,0.93,1.0,1.0,0.96,0.79
psrchive.csv,0.16,0.19,0.06,0.6,0.09,0.59,0.14,0.25,0.32,0.23,0.03,0.23,0.07,0.0,0.34,0.3,0.44
pydev.csv,0.08,0.08,0.2,0.39,0.12,0.09,0.14,0.29,0.11,0.0,0.05,0.23,0.57,0.08,0.17,0.28,0.35
sarasvati.csv,0.5,0.2,0.38,0.52,0.3,0.18,0.12,0.38,0.11,0.1,0.52,0.1,0.43,0.25,0.1,0.8,0.29
stuproa-cims.csv,0.18,0.0,0.9,0.15,0.0,0.0,0.11,0.29,0.07,0.84,0.11,0.15,0.23,0.0,0.14,0.51,0.37
thout.csv,0.23,0.72,0.57,0.47,0.78,0.93,0.86,0.45,0.45,1.0,0.14,0.89,0.89,1.0,0.76,0.52,0.5
zact.csv,0.33,0.28,0.41,0.29,0.91,0.39,0.57,0.2,0.64,0.23,0.91,0.46,0.5,0.56,0.31,0.28,0.12
