,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.91,0.81,0.76,0.62
google-caja.csv,0.94,0.83,0.77,0.65
itext.csv,0.91,0.92,0.82,0.74
plee-the-bear.csv,0.79,0.74,0.53,0.41
