,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.42,0.36,0.52,0.52
google-caja.csv,0.38,0.33,0.34,0.33
itext.csv,0.42,0.31,0.39,0.39
plee-the-bear.csv,0.5,0.35,0.32,0.54
