,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.81,0.84,0.55
google-caja.csv,0.16,0.87,0.83,0.72
itext.csv,0.15,0.86,0.86,0.77
plee-the-bear.csv,0.28,0.76,0.66,0.45
