,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.67,0.37,0.93,0.7,0.57,0.67,0.65,0.56,0.86,0.89,0.67,0.49,0.85,0.64,0.99,0.81,0.85,0.67
dspace-gsoc.csv,0.59,0.88,0.52,0.88,0.52,0.79,0.85,0.92,0.96,0.39,0.71,0.69,0.45,0.85,0.75,0.71,0.8,0.86,0.9
grisbi.csv,1.0,0.75,1.0,1.0,0.58,0.87,0.88,0.91,0.75,0.17,0.78,0.75,0.9,0.8,0.42,0.61,0.99,0.85,0.94
maidsafe-dht.csv,0.53,0.67,0.74,0.92,0.44,0.93,0.7,0.53,0.34,0.27,1.0,0.72,0.79,0.47,0.7,0.94,0.65,0.63,0.7
mesa3d.csv,0.81,0.87,1.0,0.95,0.65,0.74,0.86,0.41,0.76,0.68,0.78,0.55,0.71,0.95,0.46,0.52,1.0,0.95,0.85
n2cms.csv,0.53,0.43,0.65,0.72,0.46,0.9,0.88,0.66,0.61,0.51,0.72,0.66,0.81,0.91,0.58,0.77,0.56,0.78,0.85
nassp.csv,1.0,0.86,0.66,0.89,0.73,0.76,0.74,0.26,0.81,0.7,1.0,0.83,0.89,0.82,0.75,0.78,0.62,0.73,0.79
ninject.csv,0.98,0.73,0.77,0.84,0.79,0.63,0.94,0.9,0.73,0.85,1.0,0.91,0.77,1.06,0.92,0.8,0.15,0.65,0.59
nug.csv,0.94,0.8,0.66,0.69,0.87,0.31,0.87,0.72,0.76,1.0,0.8,0.96,0.7,0.91,0.61,0.84,1.0,0.75,0.85
nuttx.csv,0.95,0.92,0.64,0.56,0.6,0.71,0.78,0.43,0.97,0.73,0.64,0.7,0.83,0.75,0.65,0.82,1.0,0.62,0.62
oorexx.csv,0.69,0.91,0.6,0.89,0.47,0.81,0.68,0.41,1.05,0.57,0.79,0.51,0.94,0.65,0.69,0.77,1.0,0.48,0.85
oppna-program-hsatools.csv,1.0,0.69,1.0,0.95,0.83,0.74,0.89,0.82,0.24,0.3,1.0,0.69,0.88,0.89,0.59,0.9,0.95,0.96,1.0
redshell.csv,0.99,0.82,0.77,0.8,0.66,0.9,0.44,0.9,0.74,1.13,0.84,0.92,0.95,0.7,0.55,0.82,0.74,0.76,0.8
super-tux.csv,0.54,0.7,0.86,0.99,0.7,0.73,0.62,0.64,0.94,1.05,0.97,0.78,1.0,0.66,0.09,0.87,1.0,0.64,0.61
tart.csv,1.0,0.82,0.74,0.94,0.48,0.8,0.74,0.5,0.66,0.5,0.92,0.24,0.82,0.9,0.65,0.87,0.67,0.62,0.84
tcvp.csv,1.0,0.9,1.0,0.99,0.93,1.0,1.01,1.0,0.99,0.98,0.31,1.01,1.0,1.07,0.99,0.99,0.8,1.0,1.0
vdsf.csv,0.65,0.71,0.98,1.01,0.88,1.06,0.88,0.91,0.75,1.0,0.58,0.62,0.91,0.92,0.83,0.99,1.0,0.89,0.97
web-cat.csv,0.97,0.79,0.55,0.88,0.75,0.8,0.55,0.87,0.97,1.0,0.99,0.79,0.67,1.0,0.41,0.9,0.88,0.66,0.33
zabbix.csv,0.98,0.7,0.61,0.86,0.55,0.9,0.68,0.43,0.76,0.44,0.73,0.51,0.75,0.58,0.51,0.72,1.0,0.66,0.72
