,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.31,0.44,0.48,0.49,0.45,0.9
aime.csv,0.8,0.74,0.85,1.0,0.43,0.97
badtrinitycore.csv,1.0,0.97,0.58,0.25,0.81,0.72
electric-core.csv,0.79,0.6,0.46,0.51,0.73,0.65
geochat.csv,0.79,0.95,0.93,0.99,0.8,0.54
olsrd.csv,0.79,0.32,0.53,0.49,0.63,0.73
