,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.88,0.74,0.58,0.57,0.64,0.1
aime.csv,0.5,0.41,0.18,0.0,0.64,0.03
badtrinitycore.csv,0.0,0.03,0.48,0.83,0.57,0.3
electric-core.csv,0.96,0.76,0.61,0.64,0.86,0.57
geochat.csv,0.65,1.0,0.57,0.06,0.21,0.53
olsrd.csv,1.0,0.75,0.58,0.64,0.57,0.37
