,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.64,0.37,0.6,0.82,0.67,0.92,0.72,0.71,0.92,0.42,1.0,0.78,0.81,0.51
carabiner.csv,0.64,0.47,0.51,0.62,0.8,0.34,0.7,0.69,1.04,0.69,0.53,0.68,0.74,0.39
elvishrayrenderer.csv,0.91,0.72,0.87,0.62,0.63,0.61,1.0,0.86,0.67,0.99,0.8,0.86,0.35,0.84
fleet-simulator.csv,1.0,0.97,1.0,0.77,0.89,0.73,1.0,1.0,0.02,1.0,0.74,0.94,0.89,1.0
gmerlin.csv,1.0,0.74,0.81,0.72,0.75,0.77,0.69,0.47,0.76,0.61,0.88,0.66,0.86,0.78
gnome-jabber.csv,0.65,0.72,0.61,0.74,0.6,0.93,0.44,0.77,0.68,0.55,0.67,0.69,0.77,0.63
ipfilter.csv,0.65,0.94,0.65,0.91,0.6,0.88,1.0,0.66,0.47,0.07,0.99,0.74,0.95,0.88
irplus.csv,0.58,0.7,0.61,0.48,0.64,0.73,0.69,0.56,0.56,0.69,0.7,0.61,0.63,0.37
mevenide.csv,0.96,0.95,0.9,0.96,0.79,0.86,0.97,0.94,0.87,0.83,0.25,0.77,0.83,0.79
moving-pictures.csv,0.83,0.55,0.52,0.65,0.97,0.87,0.71,0.83,1.15,0.57,0.79,0.61,0.68,0.32
opensim4opencog.csv,0.54,0.52,0.54,0.56,0.7,0.78,0.76,0.64,0.37,0.86,0.57,0.66,0.6,0.49
rockbox.csv,0.88,0.69,0.61,0.68,0.91,0.73,0.74,0.74,0.68,0.85,0.59,0.71,0.76,0.4
ta3d.csv,0.96,1.0,0.96,0.78,0.73,0.8,0.75,1.0,1.1,0.63,0.74,0.64,0.94,1.0
xcmetadataservicestoolkit.csv,0.81,0.92,0.63,0.63,0.39,0.77,1.0,0.84,0.58,0.68,0.86,1.0,0.6,1.0
