,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.37,0.34,0.33,0.32,0.37,0.38,0.37,0.27,0.38,0.46
flylegacy.csv,0.32,0.28,0.31,0.27,0.3,0.38,0.36,0.29,0.38,0.22
jguard.csv,0.31,0.21,0.29,0.28,0.29,0.22,0.35,0.25,0.38,0.21
m-a-d-n-e-s-s.csv,0.19,0.32,0.2,0.26,0.35,0.38,0.33,0.21,0.15,0.13
mob-sen-plat.csv,0.29,0.21,0.27,0.22,0.23,0.33,0.19,0.25,0.26,0.21
raygina.csv,0.19,0.34,0.22,0.19,0.36,0.14,0.19,0.25,0.18,0.35
st-filteredstatistics.csv,0.31,0.21,0.25,0.23,0.24,0.21,0.35,0.25,0.22,0.33
upp-mirror.csv,0.25,0.25,0.24,0.2,0.3,0.26,0.17,0.27,0.25,0.35
wishmaster.csv,0.32,0.34,0.14,0.23,0.15,0.26,0.36,0.27,0.26,0.11
yarp.csv,0.29,0.32,0.16,0.27,0.35,0.24,0.19,0.25,0.29,0.21
