,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.65,0.58,0.54,0.94,0.65,0.66,0.83,0.7,0.75,0.84,0.56,0.9,0.86,0.73,0.55,0.6
bdbbasic.csv,0.42,0.67,0.41,0.43,0.52,0.33,0.6,0.56,0.69,0.37,0.55,0.41,0.48,0.43,0.38,0.42
crux-framework.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0
echongl.csv,0.54,0.51,0.53,0.56,0.52,0.6,0.56,0.59,0.43,0.37,0.61,0.57,0.56,0.45,0.66,0.68
etherboot.csv,0.6,0.97,0.99,0.88,0.82,0.92,0.94,0.92,0.76,0.96,0.93,0.84,0.89,0.9,0.93,0.86
freebios.csv,0.52,0.79,0.56,0.55,0.56,0.54,0.63,0.75,0.58,0.59,0.53,0.65,0.65,0.57,0.46,0.71
gebr.csv,0.41,0.36,0.4,0.48,0.41,0.48,0.39,0.46,0.38,0.3,0.35,0.4,0.49,0.35,0.37,0.35
glelite.csv,0.41,0.38,0.39,0.44,0.41,0.5,0.39,0.46,0.4,0.29,0.33,0.45,0.49,0.39,0.42,0.41
gnukeda.csv,0.46,0.52,0.54,0.58,0.44,0.53,0.5,0.47,0.49,0.31,0.41,0.5,0.54,0.55,0.43,0.42
google-gears.csv,0.4,0.48,0.53,0.46,0.4,0.38,0.39,0.44,0.51,0.31,0.36,0.49,0.49,0.43,0.44,0.46
gstreamer.csv,0.53,0.56,0.47,0.58,0.5,0.42,0.61,0.44,0.47,0.41,0.56,0.48,0.64,0.44,0.47,0.44
jnode.csv,0.0,0.75,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
metacosm.csv,0.58,0.52,0.68,0.61,0.6,0.45,0.83,0.64,0.8,0.54,0.81,0.62,0.61,0.78,0.53,0.56
openmeetings.csv,0.9,0.95,0.86,0.93,0.8,0.62,0.89,0.75,0.86,0.62,0.92,0.97,0.8,0.54,0.79,0.67
tradelink.csv,0.75,0.9,0.8,0.5,0.5,0.96,0.75,0.5,0.67,0.93,0.94,0.92,0.5,0.75,0.75,0.0
wxcrp.csv,0.66,0.59,0.65,0.73,0.86,0.72,0.67,0.61,0.5,0.93,0.83,0.71,0.93,0.96,0.6,0.85
