,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.32,0.22,0.32,0.19,0.26,0.0,0.25,0.63,0.0,0.45,0.4,0.08,0.0,0.28,0.24,0.13
bdbbasic.csv,0.41,0.14,0.42,0.25,0.3,0.39,0.25,0.08,0.0,0.61,0.26,0.22,0.0,0.26,0.44,0.1
crux-framework.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echongl.csv,0.63,0.53,0.53,0.69,0.62,0.84,0.51,0.42,0.88,0.03,0.39,0.65,1.0,0.81,0.53,0.61
etherboot.csv,0.35,0.19,0.17,0.12,0.0,0.11,0.22,0.05,0.27,0.24,0.13,0.11,0.0,0.12,0.13,0.1
freebios.csv,0.49,0.15,0.44,0.75,0.54,0.25,0.02,0.63,0.51,0.18,0.51,0.59,0.33,0.54,0.61,0.16
gebr.csv,0.79,0.84,0.64,0.59,0.69,0.88,0.78,0.03,0.78,0.89,0.74,0.51,1.0,0.73,0.83,0.74
glelite.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.97,0.0,1.0,1.0,1.0
gnukeda.csv,0.73,0.36,0.6,0.03,0.74,0.76,0.71,0.47,0.45,0.89,0.64,0.46,0.67,0.39,0.81,0.58
google-gears.csv,0.77,0.36,0.32,0.66,0.74,0.64,0.9,0.55,0.63,0.92,0.79,0.03,1.0,0.46,0.43,0.42
gstreamer.csv,0.39,0.3,0.44,0.28,0.39,0.6,0.43,0.37,0.45,0.39,0.31,0.24,0.67,0.02,0.48,0.45
jnode.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.1
metacosm.csv,0.19,0.2,0.22,0.09,0.28,0.36,0.06,0.03,0.04,0.29,0.12,0.08,0.0,0.05,0.3,0.0
openmeetings.csv,0.07,0.0,0.15,0.25,0.05,0.14,0.04,0.0,0.02,0.29,0.1,0.14,0.0,0.15,0.17,0.16
tradelink.csv,0.04,0.07,0.01,0.03,0.03,0.24,0.04,0.05,0.04,0.08,0.0,0.0,0.0,0.01,0.04,0.0
wxcrp.csv,0.0,0.65,0.52,0.06,0.08,0.12,0.04,0.08,0.0,0.08,0.19,0.08,0.0,0.01,0.63,0.32
