,id,count_recall,count_precision,count_pf,cdom_score,bellwether
54,2,1,1,2,1,mclient-mume.csv
50,3,2,2,3,6,chrysalis.csv
48,4,3,5,10,16,openefm.csv
56,5,1,4,10,9,mule.csv
22,6,1,11,18,17,forester-atv.csv
17,7,2,3,16,15,dxengine.csv
27,8,1,7,11,10,jgossipforum.csv
25,10,1,1,1,0,atunes.csv
16,11,1,1,2,2,gpsmid.csv
55,13,1,2,3,2,empyrean.csv
57,14,1,8,17,15,jaxlib.csv
49,15,3,6,13,13,openmeetings.csv
19,16,4,4,3,7,empserver.csv
24,17,1,1,2,1,voms.csv
14,18,1,1,2,2,qpe.csv
26,19,1,5,8,7,playerstage.csv
13,20,3,3,11,13,les-indemodables.csv
28,21,3,4,6,7,qgis.csv
58,22,2,4,7,10,xtreemfs.csv
15,27,1,4,5,6,encog-java.csv
23,28,1,6,15,14,bscwweasel.csv
18,29,3,8,9,15,unbvision.csv
38,30,1,11,19,17,itext.csv
33,31,3,4,3,4,poormans.csv
12,33,1,5,10,9,gbif-providertoolkit.csv
11,34,1,3,3,6,raygina.csv
6,35,1,3,4,3,vapor.csv
32,36,5,9,9,15,libarchive.csv
39,37,1,13,17,17,pixel-commandos.csv
31,38,1,3,5,6,nebuladevice.csv
40,39,2,7,13,15,owfs.csv
52,40,1,4,7,6,kowari.csv
46,41,1,10,15,14,jcae.csv
20,42,3,3,4,5,aime.csv
30,43,1,8,13,12,zoolib.csv
29,44,1,14,20,19,genoviz.csv
21,45,1,2,4,3,tolven.csv
45,46,2,3,3,4,minig.csv
53,47,1,10,19,19,ktc.csv
47,48,1,5,6,8,exordium.csv
51,49,2,4,6,6,mscore.csv
3,50,2,7,11,11,fltk.csv
41,52,3,4,7,10,crisscross.csv
37,53,3,3,15,15,gmerlin.csv
36,54,1,2,3,2,pdfedit.csv
42,55,4,5,19,17,sarasvati.csv
7,56,2,4,8,8,zact.csv
5,57,3,7,14,17,co-ode-owl-plugins.csv
8,58,1,7,17,14,opennms.csv
1,59,1,2,2,1,jmol.csv
10,60,1,7,13,13,maidsafe-dht.csv
0,61,1,8,10,9,lite.csv
35,62,1,3,6,5,bulmages.csv
43,63,2,8,11,17,jitterbit.csv
44,64,1,6,12,11,adobe-source.csv
34,65,2,5,9,9,pfaedit.csv
2,66,1,6,7,8,nassp.csv
9,67,1,1,1,0,jrdf.csv
4,68,4,5,6,9,gwanted.csv
