,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.06,0.05,0.05,0.08,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.02
badtrinity-zero.csv,0.13,0.15,0.0,0.12,0.3,0.49,0.35,0.07,0.5,0.0,0.0,0.56,0.24,0.22,0.34
biodwh.csv,0.04,0.0,0.68,0.07,0.95,0.91,0.73,0.03,0.83,1.0,0.83,0.0,0.0,0.7,0.07
critterding.csv,0.29,0.0,0.73,0.66,0.4,0.59,0.62,0.41,0.79,0.16,0.5,0.33,0.49,0.35,0.61
elateportal.csv,0.0,0.05,0.21,0.27,0.08,0.3,0.09,0.03,0.29,0.0,0.0,0.0,0.68,0.22,0.3
enzo.csv,0.79,0.66,0.71,0.59,0.86,0.67,0.77,0.62,0.79,0.04,0.67,0.78,0.97,0.87,0.72
factor.csv,0.0,0.0,0.01,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01
gusanos.csv,0.39,0.83,0.55,0.59,0.67,0.58,0.64,0.0,0.71,0.08,0.33,0.67,0.63,0.61,0.62
miranda.csv,0.32,0.17,0.23,0.25,0.37,0.3,0.28,0.1,0.58,0.2,0.0,0.22,0.1,0.04,0.02
modplug.csv,0.64,0.68,0.63,0.55,0.87,0.75,0.7,0.69,0.04,0.64,0.33,0.67,0.61,0.39,0.72
monetdb.csv,0.41,0.44,0.17,0.47,0.0,0.29,0.5,0.45,0.29,0.24,0.17,0.56,0.38,0.43,0.32
quarkplayer.csv,0.27,0.37,0.07,0.32,0.42,0.4,0.0,0.45,0.42,0.2,0.17,0.33,0.07,0.35,0.0
reactos-mirror.csv,0.01,0.49,0.49,0.53,0.31,0.38,0.56,0.69,0.46,0.28,1.0,0.78,0.82,0.78,0.45
sandiaportals.csv,0.53,0.71,0.51,0.6,0.57,0.4,0.54,0.48,0.54,0.16,0.5,0.0,0.55,0.43,0.72
xbplayer.csv,0.26,0.24,0.12,0.0,0.02,0.07,0.22,0.14,0.33,0.04,0.17,0.06,0.37,0.13,0.2
