,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.04,0.18,0.11,0.23,0.11,1.0,0.0,0.15,0.02,0.02,0.06,0.1,0.0,0.15,0.12
badtrinity-zero.csv,0.18,0.3,0.96,0.2,0.44,0.63,0.4,0.28,0.48,0.15,0.49,0.34,0.54,0.31,0.54
biodwh.csv,0.05,0.07,0.62,0.12,0.21,0.33,0.58,0.04,0.45,0.0,0.02,0.0,0.79,0.66,0.17
critterding.csv,0.43,0.98,0.54,0.62,0.63,0.59,0.5,0.57,0.51,0.49,0.67,0.72,0.84,0.33,0.6
elateportal.csv,0.0,0.11,0.06,0.66,0.23,0.29,0.0,0.07,0.23,0.0,1.0,0.13,0.45,0.06,0.4
enzo.csv,0.54,0.55,0.62,0.65,0.43,0.64,0.47,0.59,0.55,0.97,0.71,0.55,0.13,0.39,0.62
factor.csv,0.0,0.15,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01
gusanos.csv,0.47,0.45,0.62,0.72,0.49,0.6,0.55,1.0,0.43,0.29,0.9,0.53,0.58,0.56,0.63
miranda.csv,0.46,0.21,0.42,0.62,0.39,0.2,0.58,0.31,0.29,0.28,0.22,0.4,0.1,0.02,1.0
modplug.csv,0.59,0.59,0.57,0.71,0.42,0.57,0.57,0.61,0.98,0.53,0.77,0.69,0.59,0.55,0.6
monetdb.csv,0.5,0.61,0.48,0.51,0.91,0.46,0.46,0.49,0.54,0.49,0.82,0.37,0.52,0.42,0.52
quarkplayer.csv,0.24,0.35,0.05,0.17,0.15,0.36,1.0,0.31,0.28,0.36,0.19,0.1,0.0,0.18,0.02
reactos-mirror.csv,0.97,0.62,0.59,0.57,0.5,0.52,0.52,0.61,0.62,0.59,0.0,0.53,0.43,0.56,0.59
sandiaportals.csv,0.55,0.63,0.6,0.75,0.57,0.45,0.65,0.67,0.47,0.43,0.79,0.97,0.43,0.6,0.57
xbplayer.csv,0.3,0.3,0.28,0.94,0.25,0.2,0.21,0.38,0.31,0.1,0.09,0.27,0.36,0.31,0.31
