,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.33,0.45,0.44,0.41,0.65,0.73,0.49,0.39,0.62,0.36,0.69,0.74,0.51,0.46,0.44,0.44,0.36,0.38
cornerstone.csv,0.56,0.74,0.88,0.71,0.83,0.78,1.01,0.81,0.99,0.97,0.46,0.49,0.81,0.61,0.95,0.67,0.5,0.95
emeraldemu.csv,0.37,0.51,0.55,0.73,0.84,0.85,0.68,0.37,0.68,0.49,0.71,0.93,0.74,0.98,0.52,0.49,0.28,0.58
grafx2.csv,0.39,0.46,0.5,0.39,0.7,0.73,0.52,0.43,0.62,0.38,0.72,0.56,0.62,0.3,0.66,0.59,0.31,0.52
jahshakafx.csv,0.31,0.45,0.52,0.52,0.71,0.81,0.57,0.46,0.56,0.52,0.65,0.85,0.49,0.48,0.47,0.47,0.24,0.59
maya-work-in-progress.csv,0.48,0.48,0.46,0.48,0.84,0.61,0.66,0.53,0.65,0.19,0.96,0.42,0.47,0.39,0.46,0.6,0.64,0.73
novembre.csv,0.39,0.45,0.71,0.75,0.8,0.72,0.43,0.66,0.68,0.56,0.69,0.69,0.84,0.51,0.89,0.5,0.21,0.63
ns-3.csv,0.58,0.46,0.63,0.52,0.57,0.53,0.9,0.71,0.72,0.59,0.56,0.93,0.71,0.98,0.78,0.85,0.92,0.75
nullc.csv,0.72,0.98,1.0,0.96,0.22,0.66,0.57,0.53,0.6,0.69,0.82,0.67,0.65,0.43,0.53,0.75,0.42,0.44
open-beos.csv,0.4,0.44,0.42,0.46,0.57,0.63,0.58,0.59,0.43,0.63,0.62,0.92,0.65,0.74,0.46,0.47,0.5,0.53
pixel-commandos.csv,0.96,0.63,0.89,0.77,0.88,0.87,0.67,0.83,0.89,0.84,0.94,1.0,0.9,0.74,0.6,0.71,0.05,0.84
planeshift.csv,0.99,0.85,0.98,0.99,0.85,0.71,0.73,0.53,0.78,0.52,0.6,0.87,0.39,0.42,0.65,0.9,0.79,0.89
plee-the-bear.csv,0.37,0.59,0.32,0.96,0.7,0.63,0.63,0.81,0.65,0.45,0.66,0.52,0.67,0.62,0.62,0.56,0.62,0.65
reaper-ecad.csv,0.97,0.89,1.0,0.36,0.94,0.98,0.93,0.89,0.95,0.97,0.92,1.0,0.95,1.0,0.97,0.95,1.0,0.98
sbml.csv,0.65,0.53,0.7,0.78,0.48,0.7,0.93,0.81,0.57,0.79,0.54,1.0,0.77,0.84,0.3,0.54,0.81,0.82
unimrcp.csv,0.75,0.67,0.6,0.34,0.55,0.72,0.75,0.73,0.84,0.72,0.71,0.37,0.66,0.63,0.79,0.47,1.02,0.97
unladen-swallow.csv,0.72,0.57,0.55,0.92,0.83,0.69,0.7,0.62,0.64,0.54,0.67,0.43,0.66,0.57,0.82,0.47,0.61,0.81
zxing.csv,0.38,0.53,0.41,0.51,0.55,0.79,0.6,0.48,0.64,0.72,0.69,1.0,0.49,0.75,0.63,0.49,0.37,0.33
