,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.75,0.72,0.73,0.83,0.43,0.33,0.57,0.68,0.45,0.71,0.52,0.3,0.6,0.6,0.64,0.67,0.75,0.68
cornerstone.csv,0.52,0.31,0.15,0.34,0.21,0.26,0.0,0.24,0.01,0.04,0.68,0.6,0.23,0.47,0.06,0.4,0.55,0.06
emeraldemu.csv,0.81,0.59,0.7,0.65,0.19,0.19,0.38,0.71,0.37,0.59,0.58,0.09,0.3,0.02,0.54,0.57,0.77,0.59
grafx2.csv,0.83,0.72,0.68,0.82,0.36,0.42,0.61,0.72,0.52,0.71,0.57,0.71,0.61,0.78,0.67,0.65,0.76,0.66
jahshakafx.csv,0.81,0.66,0.77,0.6,0.35,0.24,0.51,0.74,0.55,0.55,0.6,0.18,0.59,0.57,0.69,0.66,0.94,0.67
maya-work-in-progress.csv,0.81,0.72,0.72,0.61,0.47,0.53,0.67,0.75,0.65,0.87,0.17,0.81,0.69,0.69,0.65,0.69,0.64,0.59
novembre.csv,0.68,0.69,0.37,0.37,0.24,0.36,0.68,0.44,0.59,0.51,0.5,0.63,0.2,0.61,0.44,0.6,0.95,0.49
ns-3.csv,0.71,0.73,0.6,0.6,0.53,0.67,0.36,0.51,0.58,0.51,0.6,0.27,0.63,0.13,0.56,0.45,0.35,0.56
nullc.csv,0.59,0.09,0.0,0.17,0.82,0.5,0.67,0.67,0.56,0.36,0.51,0.41,0.62,0.72,0.67,0.59,0.87,0.64
open-beos.csv,0.82,0.76,0.68,0.7,0.5,0.49,0.63,0.71,0.67,0.43,0.49,0.3,0.61,0.62,0.73,0.73,0.71,0.64
pixel-commandos.csv,0.05,0.51,0.14,0.36,0.15,0.17,0.38,0.2,0.13,0.19,0.1,0.0,0.12,0.3,0.46,0.36,0.99,0.21
planeshift.csv,0.05,0.47,0.09,0.05,0.46,0.59,0.6,0.72,0.56,0.72,0.64,0.44,0.7,0.71,0.67,0.35,0.47,0.39
plee-the-bear.csv,0.8,0.5,0.78,0.05,0.53,0.55,0.54,0.5,0.62,0.61,0.61,0.65,0.58,0.58,0.52,0.61,0.65,0.62
reaper-ecad.csv,0.04,0.13,0.0,0.72,0.07,0.02,0.09,0.13,0.06,0.04,0.1,0.0,0.06,0.0,0.04,0.06,0.0,0.02
sbml.csv,0.61,0.74,0.64,0.59,0.62,0.55,0.29,0.53,0.7,0.54,0.65,0.0,0.57,0.48,0.79,0.65,0.54,0.27
unimrcp.csv,0.5,0.41,0.47,0.75,0.52,0.35,0.47,0.31,0.2,0.32,0.47,0.74,0.4,0.42,0.25,0.62,0.0,0.05
unladen-swallow.csv,0.32,0.51,0.52,0.1,0.21,0.37,0.52,0.5,0.45,0.52,0.4,0.72,0.47,0.49,0.24,0.62,0.52,0.25
zxing.csv,0.69,0.57,0.69,0.57,0.52,0.26,0.51,0.58,0.43,0.33,0.59,0.0,0.65,0.3,0.42,0.66,0.75,0.77
