,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.29,0.6,0.43,0.13
columba.csv,0.69,0.18,0.78,0.55
decidr.csv,0.48,0.27,0.79,0.42
jajuk.csv,0.81,0.29,0.56,0.3
