,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.31,0.67,0.43,0.13
columba.csv,0.72,0.22,0.59,0.6
decidr.csv,0.62,0.42,0.76,0.55
jajuk.csv,0.81,0.42,0.71,0.45
