,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.6,0.42,0.75,0.53,0.52,0.8,0.5,0.54,0.2,0.67,0.58,0.45,0.44,0.64,0.2
bibletime.csv,0.66,0.96,0.98,1.0,0.49,0.87,0.86,0.54,0.71,1.0,0.71,0.89,0.67,0.85,0.93
boost.csv,0.67,0.46,0.7,0.47,0.66,0.77,0.5,0.37,0.45,1.0,0.67,0.6,0.5,0.42,0.35
doomlegacy.csv,0.76,0.12,0.05,0.0,0.17,0.63,0.0,0.25,0.78,1.0,0.2,0.46,0.47,0.38,0.1
gpac.csv,0.16,0.15,0.66,0.26,0.84,0.37,0.0,0.46,0.2,0.67,0.15,0.52,0.72,0.83,0.14
kftpgrabber.csv,0.28,0.19,0.25,0.29,0.31,0.8,0.36,0.12,0.09,0.33,0.74,0.26,0.44,0.0,0.1
nativeclient.csv,0.64,0.77,0.34,0.68,0.46,0.57,0.64,0.23,0.51,0.33,0.59,0.66,0.72,0.6,0.65
netatalk.csv,0.71,0.38,0.48,0.45,0.38,0.6,0.64,0.51,0.7,1.0,0.71,0.69,0.58,0.77,0.51
open-ms.csv,0.61,0.23,0.11,0.21,0.28,0.43,0.5,0.12,0.81,0.67,0.32,0.45,0.61,0.43,0.24
openmsx.csv,0.17,0.46,0.0,0.21,0.06,0.8,0.21,0.55,0.65,0.33,0.59,0.07,0.83,1.0,0.17
rosegarden.csv,0.7,0.88,0.66,0.66,0.47,0.6,0.57,0.23,0.72,1.0,0.61,0.89,0.56,0.49,0.71
rsyslog.csv,0.79,0.77,0.21,0.11,0.58,0.67,0.5,0.34,0.76,1.0,0.79,0.91,0.81,0.75,0.7
sandiaportals.csv,0.69,0.73,0.75,0.66,0.52,0.83,0.71,0.46,0.26,0.67,0.77,0.58,0.67,0.79,0.52
xmoto.csv,0.66,0.62,0.38,0.11,0.92,0.57,1.0,0.35,0.32,0.0,0.73,0.55,0.69,1.0,0.31
xqilla.csv,0.48,0.04,0.23,0.26,0.05,0.27,0.29,0.11,0.51,1.0,0.14,0.35,0.19,0.19,0.14
