,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.37,0.65,0.59,0.53,0.45,0.42,0.37,0.38,0.76,0.05,0.9,0.3,0.64,0.85,0.81
bibletime.csv,0.41,0.52,0.54,0.35,0.44,0.43,0.26,0.38,0.75,0.03,0.89,0.22,0.52,0.74,0.59
boost.csv,0.46,0.67,0.61,0.35,0.54,0.45,0.32,0.56,0.86,0.03,0.92,0.25,0.67,1.0,0.73
doomlegacy.csv,0.37,1.0,0.5,0.0,0.56,0.56,0.0,0.5,0.84,0.03,1.0,0.26,0.59,0.91,0.71
gpac.csv,0.2,0.5,0.7,0.28,0.39,0.35,0.0,0.44,0.64,0.12,0.77,0.22,0.51,0.72,0.64
kftpgrabber.csv,0.57,1.0,0.7,0.55,0.54,0.59,0.56,0.62,0.88,0.04,0.92,0.34,0.76,0.0,0.82
nativeclient.csv,0.51,0.69,0.63,0.36,0.46,0.53,0.38,0.47,0.89,0.02,0.89,0.25,0.59,0.86,0.77
netatalk.csv,0.34,0.71,0.63,0.42,0.5,0.37,0.47,0.41,0.79,0.03,0.87,0.23,0.55,0.75,0.65
open-ms.csv,0.5,1.0,0.43,0.47,0.51,0.57,0.64,0.36,0.8,0.03,1.0,0.26,0.54,0.82,0.78
openmsx.csv,0.37,0.48,0.0,0.2,0.5,0.32,0.18,0.51,0.76,0.09,0.8,0.18,0.41,0.76,0.51
rosegarden.csv,0.55,0.68,0.7,0.33,0.45,0.49,0.44,0.48,0.77,0.03,0.93,0.22,0.5,0.84,0.62
rsyslog.csv,0.43,0.71,0.5,0.57,0.45,0.44,0.35,0.46,0.77,0.03,0.9,0.22,0.49,0.85,0.72
sandiaportals.csv,0.34,0.56,0.56,0.36,0.48,0.36,0.31,0.45,0.84,0.07,0.89,0.26,0.59,0.91,0.75
xmoto.csv,0.38,0.67,0.62,0.67,0.37,0.5,0.27,0.46,0.79,0.0,0.87,0.29,0.64,0.75,0.8
xqilla.csv,0.29,1.0,0.57,0.48,0.36,0.31,0.29,0.3,0.75,0.3,0.82,0.17,0.33,0.56,0.44
