,recall,precision,pf,pci_20,ifa,wins
bacnet.csv,0.53,0.53,0.32,0.55,1.0,9
bibletime.csv,0.86,0.44,0.8,0.4,4.0,0
boost.csv,0.5,0.56,0.32,0.5,1.0,8
doomlegacy.csv,0.25,0.56,0.11,0.63,0.0,13
gpac.csv,0.37,0.44,0.34,0.75,1.0,5
kftpgrabber.csv,0.28,0.59,0.11,0.85,1.0,14
nativeclient.csv,0.6,0.53,0.32,0.47,1.0,7
netatalk.csv,0.6,0.5,0.5,0.46,1.0,3
open-ms.csv,0.43,0.54,0.17,0.57,1.0,11
openmsx.csv,0.33,0.41,0.37,0.76,3.0,1
rosegarden.csv,0.66,0.5,0.34,0.47,0.0,10
rsyslog.csv,0.75,0.49,0.4,0.43,2.0,4
sandiaportals.csv,0.67,0.48,0.42,0.53,1.0,6
xmoto.csv,0.57,0.62,0.32,0.5,1.0,12
xqilla.csv,0.23,0.36,0.26,0.79,1.0,2
