,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.59,0.52,0.0,0.68,0.41,0.23,0.52,0.6,0.42,0.7,0.73,0.63,0.41,0.71
awemud.csv,0.74,0.48,0.09,0.46,0.53,0.56,0.38,0.33,0.6,0.26,0.39,0.63,0.52,0.73
buddata-ebxml-registry.csv,0.27,0.05,0.38,0.09,0.36,0.05,0.0,0.09,0.33,0.3,0.0,0.0,0.94,0.05
cornerstone.csv,0.12,0.28,0.0,0.13,0.5,0.04,0.16,0.04,0.68,0.2,0.16,0.5,0.35,0.32
firebreath.csv,0.7,0.41,0.09,0.54,0.61,0.55,0.66,0.39,0.56,0.2,0.57,0.65,0.37,0.68
lsb.csv,0.64,0.85,0.6,0.53,0.63,0.57,0.29,0.29,0.52,0.62,0.4,0.59,0.23,0.72
maya-work-in-progress.csv,0.68,0.58,0.64,0.63,0.27,0.6,0.61,0.83,0.47,0.58,0.71,0.62,0.75,0.66
mia.csv,0.17,0.16,0.2,0.29,0.06,0.43,0.32,0.57,0.42,0.6,0.45,0.13,0.09,0.4
open-beos.csv,0.73,0.05,0.64,0.65,0.35,0.65,0.32,0.55,0.39,0.42,0.6,0.19,0.48,0.79
qgis.csv,0.58,0.13,0.57,0.63,0.53,0.57,0.55,0.62,0.49,0.13,0.52,0.66,0.45,0.76
rocrail.csv,0.56,0.11,0.7,0.48,0.42,0.24,0.44,0.26,0.37,0.2,0.36,0.41,0.55,0.88
rtb-team.csv,0.53,0.11,0.82,0.38,0.04,0.3,0.16,0.29,0.44,0.13,0.19,0.36,0.0,0.46
tradelink.csv,0.58,0.54,0.57,0.3,0.23,0.53,0.09,0.19,0.24,0.3,0.47,0.69,0.54,0.21
upp-mirror.csv,0.58,0.58,0.23,0.47,0.69,0.51,0.51,0.46,0.37,0.68,0.4,0.57,0.65,0.82
