,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,91.0,1.0,0.0,0.0,1.0,0.0,52.0,0.0,132.0,0.0,0.0,7.0,0.0,91.0,13.0,0.0,97.0,4.0
fontforge.csv,1.0,0.0,1.0,0.0,2.0,2.0,49.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,18.0,7.0,7.0,3.0
glas.csv,1.0,1.0,2.0,8.0,1.0,5.0,31.0,5.0,9.0,0.0,1.0,14.0,0.0,6.0,5.0,16.0,5.0,7.0
gmerlin.csv,91.0,0.0,5.0,2.0,471.0,2.0,51.0,54.0,0.0,78.0,0.0,9.0,1.0,0.0,18.0,115.0,4.0,3.0
hannosset.csv,1.0,6.0,1.0,0.0,2.0,12.0,25.0,1.0,6.0,0.0,0.0,11.0,0.0,1.0,7.0,2.0,8.0,10.0
hatari.csv,0.0,6.0,1.0,0.0,2.0,4.0,39.0,12.0,26.0,0.0,1.0,7.0,1.0,5.0,16.0,7.0,5.0,5.0
jaolt.csv,0.0,9.0,0.0,3.0,0.0,1.0,11.0,3.0,3.0,4.0,0.0,24.0,1.0,1.0,0.0,0.0,2.0,0.0
jcl.csv,1.0,0.0,1.0,0.0,0.0,2.0,35.0,5.0,14.0,0.0,0.0,3.0,1.0,2.0,8.0,2.0,0.0,10.0
ltp.csv,0.0,1.0,0.0,0.0,1.0,8.0,52.0,1.0,6.0,0.0,1.0,7.0,1.0,3.0,19.0,7.0,3.0,3.0
mia.csv,0.0,0.0,5.0,0.0,1.0,1.0,21.0,5.0,13.0,0.0,0.0,9.0,0.0,1.0,74.0,8.0,0.0,5.0
net-snmp.csv,0.0,1.0,0.0,2.0,2.0,12.0,32.0,1.0,5.0,0.0,2.0,8.0,1.0,4.0,5.0,11.0,1.0,2.0
opde.csv,1.0,8.0,1.0,0.0,2.0,4.0,20.0,0.0,5.0,78.0,0.0,8.0,0.0,3.0,15.0,7.0,3.0,6.0
oppna-program-hsatools.csv,0.0,0.0,1.0,0.0,0.0,0.0,43.0,9.0,22.0,0.0,0.0,8.0,1.0,5.0,3.0,14.0,0.0,10.0
powerfolder-.csv,0.0,4.0,1.0,4.0,1.0,9.0,19.0,1.0,3.0,0.0,2.0,8.0,0.0,3.0,2.0,2.0,2.0,9.0
qlc.csv,91.0,7.0,64.0,0.0,1.0,0.0,25.0,54.0,0.0,2.0,0.0,6.0,0.0,1.0,5.0,2.0,97.0,2.0
quantlib.csv,1.0,104.0,0.0,69.0,2.0,161.0,52.0,1.0,132.0,0.0,129.0,0.0,101.0,91.0,74.0,7.0,8.0,2.0
tcl.csv,0.0,1.0,0.0,0.0,1.0,14.0,49.0,54.0,7.0,0.0,2.0,8.0,1.0,6.0,19.0,115.0,7.0,4.0
