,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.79,0.62,0.37,0.14,0.52,0.66,0.44,0.75,0.34,0.79,0.63,0.79,0.05,0.51,0.4
emulemorph.csv,0.15,0.1,0.0,0.19,0.09,0.04,0.38,0.09,0.0,0.28,0.26,0.0,0.0,0.07,0.04
fceugc.csv,0.71,0.49,0.22,0.11,0.6,0.39,0.3,0.33,0.09,0.66,0.6,0.46,0.06,0.41,0.29
gnukeda.csv,0.35,0.75,0.42,0.07,0.49,0.96,0.26,0.25,0.15,0.57,0.65,0.58,0.06,0.28,0.31
gusanos.csv,0.01,0.4,0.46,0.0,0.08,0.26,0.22,0.83,0.0,0.22,0.38,0.56,0.06,0.07,0.25
micomt.csv,0.64,0.68,0.46,0.11,0.53,0.77,0.69,0.81,0.18,0.82,0.68,0.71,0.05,0.34,0.35
modplug.csv,0.84,0.66,0.43,0.12,0.48,0.81,0.33,0.78,0.2,0.79,0.74,0.7,0.06,0.41,0.37
ogre.csv,0.57,0.66,0.34,0.07,0.42,0.97,0.29,0.49,0.19,0.59,0.52,0.64,0.0,0.31,0.31
openfrag.csv,0.81,0.58,0.43,0.11,0.5,0.21,0.56,0.73,0.48,0.74,0.74,0.72,0.05,0.5,0.39
oscarmcmaster.csv,0.76,0.45,0.47,0.11,0.43,0.15,0.29,0.69,0.0,0.32,0.62,0.67,0.07,0.36,0.41
pidgin.csv,0.79,0.53,0.41,0.08,0.46,0.5,0.28,0.7,0.33,0.57,0.6,0.51,0.06,0.39,0.39
repositorium.csv,0.0,0.36,0.07,0.09,0.4,0.8,0.0,0.68,0.42,0.39,0.64,0.62,0.07,0.3,0.26
unimrcp.csv,0.54,0.62,0.58,0.11,0.56,0.53,0.38,0.57,0.17,0.69,0.59,0.58,0.06,0.41,0.32
xapian.csv,0.79,0.72,0.28,0.11,0.59,0.77,0.45,0.56,0.24,0.73,0.67,0.74,0.05,0.55,0.31
xqilla.csv,0.27,0.27,0.11,0.14,0.38,0.45,0.1,0.06,0.12,0.48,0.27,0.3,0.46,0.18,0.2
