,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,0.75,0.99,0.67,0.53,0.31,0.62,0.79,0.72,0.73,0.85
aztec.csv,0.83,0.29,0.67,0.73,0.49,0.62,0.72,0.89,0.88,0.29,0.84
bl-toolkit.csv,0.35,1.0,0.74,1.0,0.97,0.91,1.0,0.8,0.91,0.62,1.0
clamav.csv,0.83,0.92,1.0,0.36,0.72,0.57,0.78,0.55,0.75,0.92,0.67
fm-classic.csv,0.94,1.0,0.09,1.0,1.0,0.73,0.89,1.0,0.96,0.92,0.99
kml.csv,0.48,0.57,0.91,0.66,0.32,0.71,0.59,0.62,0.46,0.92,0.95
lufa-lib.csv,0.57,0.38,0.78,0.61,0.64,0.62,0.44,0.61,0.81,0.49,0.76
mplayer-ce.csv,0.52,0.86,0.96,0.7,0.38,0.7,0.75,0.58,0.4,0.57,0.58
qmmp.csv,0.48,0.63,0.49,0.56,0.45,0.87,0.92,0.4,0.52,0.65,0.9
xapian.csv,0.77,0.94,0.9,0.71,0.61,0.62,0.89,0.61,0.34,0.91,0.69
xtreemfs.csv,0.45,0.41,0.68,0.66,0.43,0.78,0.68,0.78,0.56,0.27,0.97
