,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.0,4.0,29.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,0.0
aztec.csv,1.0,8.0,4.0,8.0,1.0,0.0,8.0,1.0,1.0,3.0,0.0
bl-toolkit.csv,0.0,47.0,15.0,13.0,3.0,0.0,11.0,2.0,1.0,3.0,0.0
clamav.csv,4.0,48.0,29.0,0.0,3.0,0.0,4.0,4.0,6.0,2.0,0.0
fm-classic.csv,0.0,318.0,3.0,55.0,74.0,0.0,0.0,124.0,0.0,1.0,3.0
kml.csv,0.0,16.0,25.0,5.0,2.0,1.0,4.0,3.0,0.0,5.0,0.0
lufa-lib.csv,0.0,18.0,26.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,0.0
mplayer-ce.csv,2.0,41.0,27.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0
qmmp.csv,2.0,25.0,14.0,3.0,2.0,0.0,11.0,0.0,3.0,3.0,0.0
xapian.csv,0.0,44.0,29.0,8.0,3.0,1.0,10.0,4.0,1.0,3.0,0.0
xtreemfs.csv,1.0,18.0,5.0,5.0,0.0,1.0,5.0,2.0,2.0,2.0,0.0
