,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.64,0.98,0.33,0.66,0.48,0.68,0.48,0.55,0.37,0.07,0.63
biopax.csv,0.71,0.65,0.27,0.73,0.62,0.78,0.56,0.89,0.99,0.05,0.63
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kml.csv,0.73,0.58,0.36,0.72,0.99,0.74,0.56,0.67,0.63,0.08,0.63
les-indemodables.csv,0.47,0.47,0.27,0.62,0.23,0.51,1.0,0.25,0.36,0.11,0.44
metacosm.csv,0.53,0.32,0.25,0.52,0.53,0.71,0.56,0.75,0.39,0.06,0.94
moviesandbox.csv,0.98,0.48,0.23,0.56,0.47,0.6,0.7,0.82,0.7,0.09,0.53
sigil.csv,0.73,0.59,0.36,0.68,0.61,0.96,0.52,0.86,0.52,0.08,0.63
unflobtactical.csv,0.57,0.57,0.25,1.0,0.58,0.63,0.51,0.74,0.38,0.09,0.32
xtreemfs.csv,0.51,0.16,0.27,0.64,0.24,0.44,0.3,1.0,0.18,0.07,0.41
yale.csv,0.31,0.56,0.96,0.51,0.36,0.37,0.25,0.68,0.71,0.1,0.48
