,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.33,0.51,0.49,0.51,0.58,0.52,0.99,0.5,0.55,0.58,0.57,0.51
bscwweasel.csv,0.0,0.25,0.19,0.92,0.12,0.29,0.01,0.05,0.11,0.13,0.0,0.07
capcode.csv,0.0,0.0,0.0,0.0,0.0,0.86,0.16,0.31,0.16,0.07,0.0,0.04
emite.csv,0.4,0.59,0.62,0.48,0.68,0.63,0.2,0.39,0.46,0.45,0.62,1.0
lamp.csv,0.01,1.0,0.13,0.06,0.12,0.0,0.09,0.02,0.35,0.17,0.38,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0
nodal.csv,0.02,0.64,0.5,0.24,0.56,0.29,0.41,0.15,0.93,0.4,0.38,0.61
pydev.csv,0.3,0.33,0.55,0.29,0.54,0.36,0.31,0.28,0.52,1.0,0.61,0.22
retromenu.csv,0.02,0.17,0.29,0.18,1.0,0.37,0.04,0.06,0.2,0.43,0.38,0.0
smbopensoft.csv,0.97,0.4,0.49,0.34,0.63,0.53,0.26,0.33,0.4,0.5,0.67,0.19
stuproa-cims.csv,0.09,0.69,0.51,0.55,0.43,0.54,0.2,0.93,0.2,0.58,0.41,0.35
thout.csv,0.01,0.33,0.92,0.23,0.69,0.36,0.36,0.19,0.34,0.46,0.37,0.42
