,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.34,0.18,0.31,0.2,0.45,0.26,1.0,0.34,0.38,0.5,0.09,0.62
bscwweasel.csv,0.0,0.3,0.25,0.95,0.16,0.3,0.02,0.07,0.14,0.19,0.0,0.12
capcode.csv,0.0,0.0,0.0,0.0,0.0,0.91,0.22,0.33,0.19,0.1,0.0,0.06
emite.csv,0.46,0.19,0.47,0.25,0.55,0.3,0.27,0.35,0.38,0.35,0.11,0.98
lamp.csv,0.02,1.0,0.2,0.09,0.15,0.0,0.14,0.03,0.42,0.23,0.22,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0
nodal.csv,0.04,0.21,0.45,0.16,0.54,0.22,0.51,0.13,0.95,0.36,0.18,0.58
pydev.csv,0.64,0.14,0.34,0.16,0.52,0.18,0.39,0.29,0.37,1.0,0.11,0.27
retromenu.csv,0.04,0.25,0.36,0.12,1.0,0.27,0.05,0.1,0.28,0.43,0.29,0.0
smbopensoft.csv,0.97,0.19,0.43,0.24,0.54,0.3,0.34,0.33,0.39,0.44,0.17,0.26
stuproa-cims.csv,0.65,0.23,0.35,0.22,0.52,0.24,0.79,0.95,0.4,0.52,0.1,0.48
thout.csv,0.02,0.13,0.93,0.11,0.61,0.16,0.45,0.22,0.32,0.45,0.13,0.41
