,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.77,0.51,0.23,0.59,0.32,0.1,0.5
freebios.csv,0.57,0.28,0.79,0.52,0.5,0.0,0.49
k3b.csv,0.8,0.51,0.43,0.76,0.54,0.11,0.52
loki-lib.csv,0.72,0.57,0.59,0.41,0.47,0.19,0.69
powerfolder.csv,0.62,0.36,0.07,0.67,0.43,0.48,0.29
quarkplusplus.csv,0.44,0.42,0.28,0.57,0.59,0.09,0.36
tzod.csv,0.1,0.53,0.45,0.52,0.31,0.22,0.29
