,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.49,0.62,0.87,0.59,0.79,0.65,0.61
freebios.csv,0.73,0.95,0.3,0.72,0.89,1.12,0.76
k3b.csv,0.75,0.96,0.7,0.43,0.6,0.66,0.68
loki-lib.csv,0.55,0.53,0.89,0.78,0.66,0.45,0.37
powerfolder.csv,0.59,0.73,0.96,0.51,0.69,0.09,0.8
quarkplusplus.csv,0.72,0.69,0.82,0.59,0.53,0.73,0.74
tzod.csv,0.95,0.54,0.68,0.65,0.8,0.8,0.81
