,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.72,0.67,0.14,0.47,0.25,0.8,0.41
freebios.csv,0.47,0.37,0.8,0.41,0.71,0.0,0.69
k3b.csv,0.85,0.93,0.35,0.69,0.58,1.0,0.69
loki-lib.csv,0.65,0.7,0.8,0.29,0.46,0.6,0.69
powerfolder.csv,0.51,0.3,0.04,0.55,0.38,1.0,0.21
quarkplusplus.csv,0.31,0.48,0.18,0.43,0.62,0.8,0.31
tzod.csv,0.05,0.59,0.33,0.38,0.21,0.2,0.21
