,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.38,0.37,0.92,0.42,0.5,0.37,0.68
freebios.csv,0.69,0.55,0.64,0.82,0.64,0.6,0.56
k3b.csv,0.35,0.34,0.53,0.4,0.43,0.4,0.35
loki-lib.csv,0.44,0.45,0.43,0.68,0.48,0.7,0.52
powerfolder.csv,0.42,0.67,0.86,0.42,0.44,0.94,0.75
quarkplusplus.csv,0.67,0.54,0.93,0.55,0.52,0.42,0.81
tzod.csv,0.8,0.45,0.86,0.48,0.62,0.75,0.77
